property	count	property;label	percentage
P154	3	'logo image'@en	0.7%
P1329	3	'phone number'@en	0.7%
P10426	3	'tiket.com hotel ID'@en	0.7%
P973	2	'described at URL'@en	0.47%
P8933	2	'category for the view from the item'@en	0.47%
P8587	2	'Legacies of British Slave-ownership place ID'@en	0.47%
P8132	2	'Texas Historic Sites Atlas ID'@en	0.47%
P7630	2	'Dictionary of Scottish Architects building ID'@en	0.47%
P7618	2	'Virginia Landmarks Register ID'@en	0.47%
P6008	2	'Agoda hotel ID'@en	0.47%
P5816	2	'state of conservation'@en	0.47%
P5651	2	'Expedia hotel ID'@en	0.47%
P527	2	'has part or parts'@en	0.47%
P5008	2	'on focus list of Wikimedia project'@en	0.47%
P495	2	'country of origin'@en	0.47%
P4573	2	'Merchant Category Code'@en	0.47%
P452	2	'industry'@en	0.47%
P444	2	'review score'@en	0.47%
P4173	2	'Instagram location ID'@en	0.47%
P402	2	'OpenStreetMap relation ID'@en	0.47%
P3836	2	'Pinterest username'@en	0.47%
P381	2	'PCP reference number'@en	0.47%
P359	2	'Rijksmonument ID'@en	0.47%
P3225	2	'Corporate Number (Japan)'@en	0.47%
P3108	2	'Yelp ID'@en	0.47%
P30	2	'continent'@en	0.47%
P2186	2	'Wiki Loves Monuments ID'@en	0.47%
P2044	2	'elevation above sea level'@en	0.47%
P186	2	'made from material'@en	0.47%
P1801	2	'commemorative plaque image'@en	0.47%
P1699	2	'SkyscraperPage building ID'@en	0.47%
P1459	2	'Cadw Building ID'@en	0.47%
P1454	2	'legal form'@en	0.47%
P1448	2	'official name'@en	0.47%
P1430	2	'OpenPlaques subject ID'@en	0.47%
P1417	2	'Encyclopædia Britannica Online ID'@en	0.47%
P138	2	'named after'@en	0.47%
P1004	2	'MusicBrainz place ID'@en	0.47%
P9721	1	'image of entrance'@en	0.23%
P966	1	'MusicBrainz label ID'@en	0.23%
P88	1	'commissioned by'@en	0.23%
P8733	1	'number of rooms'@en	0.23%
P8649	1	'National Park Service place ID'@en	0.23%
P8592	1	'aerial view'@en	0.23%
P859	1	'sponsor'@en	0.23%
P8567	1	'The Living New Deal ID'@en	0.23%
P8350	1	'Singapore Infopedia ID'@en	0.23%
P8246	1	'Natural Atlas ID'@en	0.23%
P8226	1	'Wyoming SHPO ID'@en	0.23%
P8189	1	'National Library of Israel J9U ID'@en	0.23%
P7831	1	'NMVW ID'@en	0.23%
P7695	1	'e-WV: The West Virginia Encyclopedia ID'@en	0.23%
P7690	1	'South Carolina Encyclopedia ID'@en	0.23%
P749	1	'parent organization'@en	0.23%
P7350	1	'Gazetteer for Scotland place ID'@en	0.23%
P7084	1	'related category'@en	0.23%
P6766	1	'Who\'s on First ID'@en	0.23%
P6486	1	'Pacific Coast Architecture Database building ID'@en	0.23%
P6379	1	'has works in the collection'@en	0.23%
P631	1	'structural engineer'@en	0.23%
P6283	1	'MNopedia ID'@en	0.23%
P5904	1	'ASCE Historical Civil Engineering Landmark ID'@en	0.23%
P5835	1	'World Travel Awards ID'@en	0.23%
P5652	1	'Carthalia ID'@en	0.23%
P485	1	'archives at'@en	0.23%
P4697	1	'Historic Place Names of Wales ID'@en	0.23%
P466	1	'occupant'@en	0.23%
P4658	1	'Coflein ID'@en	0.23%
P443	1	'pronunciation audio'@en	0.23%
P4291	1	'panoramic view'@en	0.23%
P4273	1	'New York City Landmarks Preservation Commission ID'@en	0.23%
P421	1	'located in time zone'@en	0.23%
P4171	1	'World Heritage Tentative List ID'@en	0.23%
P4166	1	'Georgian National Register of Monuments ID'@en	0.23%
P4146	1	'Athenaeum museum ID'@en	0.23%
P4117	1	'National Record of the Historic Environment ID'@en	0.23%
P3999	1	'date of official closure'@en	0.23%
P3988	1	'National Library Board Singapore ID'@en	0.23%
P3794	1	'Dictionary of Sydney ID'@en	0.23%
P3793	1	'IPv6 routing prefix'@en	0.23%
P3616	1	'Vision of Britain place ID'@en	0.23%
P3518	1	'Smithsonian trinomial'@en	0.23%
P349	1	'National Diet Library ID'@en	0.23%
P3451	1	'nighttime view'@en	0.23%
P2851	1	'payment types accepted'@en	0.23%
P2847	1	'Google+ ID'@en	0.23%
P2814	1	'P-number'@en	0.23%
P2783	1	'Danish listed buildings case ID'@en	0.23%
P227	1	'GND ID'@en	0.23%
P2001	1	'Revised Romanization'@en	0.23%
P1942	1	'McCune-Reischauer romanization'@en	0.23%
P193	1	'main building contractor'@en	0.23%
P1893	1	'OpenPlaques plaque ID'@en	0.23%
P1716	1	'brand'@en	0.23%
P1669	1	'Cultural Objects Names Authority ID'@en	0.23%
P1667	1	'Getty Thesaurus of Geographic Names ID'@en	0.23%
P1602	1	'Art UK venue ID'@en	0.23%
P1581	1	'official blog'@en	0.23%
P1398	1	'structure replaces'@en	0.23%
P1343	1	'described by source'@en	0.23%
P1299	1	'depicted by'@en	0.23%
P1278	1	'Legal Entity Identifier'@en	0.23%
P126	1	'maintained by'@en	0.23%
P1139	1	'floors below ground'@en	0.23%
P1056	1	'product or material produced'@en	0.23%
