domain	property	range	count
Q11303	P10290	Q110772636	7
Q11303	P10290	Q618779	7
Q27686	P10290	Q110772636	7
Q27686	P10290	Q618779	7
Q18142	P10290	Q110772636	1
Q18142	P10290	Q618779	1
Q11303	P126	Q4830453	1
Q11303	P126	Q6881511	1
Q11303	P127	Q4830453	64
Q11303	P127	Q891723	37
Q11303	P127	Q6881511	31
Q1021645	P127	Q4830453	7
Q11303	P127	Q22687	6
Q11303	P127	Q650241	5
Q1021645	P127	Q891723	4
Q11303	P127	Q1631129	4
Q11303	P127	Q5	4
Q11303	P127	Q1660104	3
Q18142	P127	Q4830453	3
Q1021645	P127	Q66344	2
Q1021645	P127	Q6881511	2
Q11303	P127	Q16110	2
Q11303	P127	Q27686	2
Q11303	P127	Q3117865	2
Q11303	P127	Q35657	2
Q11303	P127	Q568041	2
Q11303	P127	Q66344	2
Q11303	P127	Q730038	2
Q27686	P127	Q1631129	2
Q27686	P127	Q4830453	2
Q27686	P127	Q6881511	2
Q27686	P127	Q891723	2
Q100705206	P127	Q87342028	1
Q1021645	P127	Q1061648	1
Q1021645	P127	Q22687	1
Q1021645	P127	Q43229	1
Q1021645	P127	Q650241	1
Q11303	P127	Q1061197	1
Q11303	P127	Q1061648	1
Q11303	P127	Q108403040	1
Q11303	P127	Q1093829	1
Q11303	P127	Q11032	1
Q11303	P127	Q11294827	1
Q11303	P127	Q1254874	1
Q11303	P127	Q1326624	1
Q11303	P127	Q14350	1
Q11303	P127	Q1549591	1
Q11303	P127	Q163740	1
Q11303	P127	Q1637706	1
Q11303	P127	Q182103	1
Q11303	P127	Q192283	1
Q11303	P127	Q192350	1
Q11303	P127	Q206361	1
Q11303	P127	Q2143354	1
Q11303	P127	Q21518270	1
Q11303	P127	Q219577	1
Q11303	P127	Q21980538	1
Q11303	P127	Q327333	1
Q11303	P127	Q3354859	1
Q11303	P127	Q3502482	1
Q11303	P127	Q43229	1
Q11303	P127	Q5225895	1
Q11303	P127	Q613142	1
Q11303	P127	Q61883	1
Q11303	P127	Q62049	1
Q11303	P127	Q62078547	1
Q11303	P127	Q7188	1
Q11303	P127	Q783794	1
Q11303	P127	Q87342028	1
Q11755880	P127	Q4830453	1
Q133215	P127	Q4830453	1
Q133215	P127	Q6881511	1
Q1339195	P127	Q4830453	1
Q1339195	P127	Q6881511	1
Q1339195	P127	Q891723	1
Q18142	P127	Q1631129	1
Q18142	P127	Q5225895	1
Q18142	P127	Q6881511	1
Q18142	P127	Q783794	1
Q18142	P127	Q891723	1
Q19860854	P127	Q891723	1
Q2519340	P127	Q22687	1
Q2519340	P127	Q4830453	1
Q2519340	P127	Q650241	1
Q25550691	P127	Q7188	1
Q27686	P127	Q27686	1
Q27686	P127	Q3117865	1
Q3661265	P127	Q108403040	1
Q3661265	P127	Q3354859	1
Q3661265	P127	Q62078547	1
Q41176	P127	Q4830453	1
Q543654	P127	Q1093829	1
Q543654	P127	Q1549591	1
Q543654	P127	Q1637706	1
Q543654	P127	Q21518270	1
Q543654	P127	Q62049	1
Q655686	P127	Q5	1
Q8719053	P127	Q4830453	1
Q8719053	P127	Q6881511	1
Q11303	P131	Q1549591	214
Q11303	P131	Q515	152
Q11303	P131	Q35657	121
Q11303	P131	Q1637706	109
Q11303	P131	Q1093829	100
Q11303	P131	Q62049	61
Q11303	P131	Q5119	50
Q18142	P131	Q35657	33
Q11303	P131	Q13218391	32
Q11303	P131	Q3301053	29
Q11303	P131	Q408804	26
Q11303	P131	Q3559093	24
Q11303	P131	Q50330360	24
Q11303	P131	Q1907114	20
Q11303	P131	Q486972	20
Q11303	P131	Q2264924	19
Q11303	P131	Q110071194	18
Q11303	P131	Q51929311	17
