domain	property	range	count	domain;label	property;label	range;label
Q5	P7859	external-id	4621.0	'human'@en	'WorldCat Identities ID'@en	
Q20643955	P7859	external-id	10.0	'human biblical figure'@en	'WorldCat Identities ID'@en	
Q1747829	P7859	external-id	4.0	'notname'@en	'WorldCat Identities ID'@en	
Q1062083	P7859	external-id	1.0	'billionaire'@en	'WorldCat Identities ID'@en	
Q110550976	P7859	external-id	1.0	'Saqqara king'@en	'WorldCat Identities ID'@en	
Q110556685	P7859	external-id	1.0		'WorldCat Identities ID'@en	
Q168827	P7859	external-id	1.0	'prophet of Islam'@en	'WorldCat Identities ID'@en	
Q1802401	P7859	external-id	1.0		'WorldCat Identities ID'@en	
Q43412	P7859	external-id	1.0	'Apostle'@en	'WorldCat Identities ID'@en	
Q61002	P7859	external-id	1.0	'pseudonym'@en	'WorldCat Identities ID'@en	
Q858157	P7859	external-id	1.0	'German folklore'@en	'WorldCat Identities ID'@en	
Q5	P7763	Q73568642	3952.0	'human'@en	'copyright status as a creator'@en	'copyright status of works'@en
Q5	P7763	Q1151067	992.0	'human'@en	'copyright status as a creator'@en	'rule'@en
Q1747829	P7763	Q1151067	7.0	'notname'@en	'copyright status as a creator'@en	'rule'@en
Q1747829	P7763	Q73568642	7.0	'notname'@en	'copyright status as a creator'@en	'copyright status of works'@en
Q1802401	P7763	Q1151067	1.0		'copyright status as a creator'@en	'rule'@en
Q1802401	P7763	Q73568642	1.0		'copyright status as a creator'@en	'copyright status of works'@en
Q20643955	P7763	Q1151067	1.0	'human biblical figure'@en	'copyright status as a creator'@en	'rule'@en
Q20643955	P7763	Q73568642	1.0	'human biblical figure'@en	'copyright status as a creator'@en	'copyright status of works'@en
Q25377923	P7763	Q1151067	1.0		'copyright status as a creator'@en	'rule'@en
Q25377923	P7763	Q73568642	1.0		'copyright status as a creator'@en	'copyright status of works'@en
Q5	P7763	Q1790144	1.0	'human'@en	'copyright status as a creator'@en	'unit of time'@en
Q5	P7763	Q3268848	1.0	'human'@en	'copyright status as a creator'@en	'non-SI unit mentioned in and accepted with the SI'@en
Q5	P7763	Q82047057	1.0	'human'@en	'copyright status as a creator'@en	'UCUM derived unit'@en
Q5	P7704	external-id	4241.0	'human'@en	'Europeana entity'@en	
Q1747829	P7704	external-id	7.0	'notname'@en	'Europeana entity'@en	
Q16334295	P7704	external-id	1.0	'group of humans'@en	'Europeana entity'@en	
Q5	P735	Q12308941	4856.0	'human'@en	'given name'@en	'male given name'@en
Q5	P735	Q11879590	1410.0	'human'@en	'given name'@en	'female given name'@en
Q5	P735	Q3409032	444.0	'human'@en	'given name'@en	'unisex given name'@en
Q5	P735	Q1130279	439.0	'human'@en	'given name'@en	'hypocorism'@en
Q5	P735	Q202444	437.0	'human'@en	'given name'@en	'given name'@en
Q5	P735	Q19803443	44.0	'human'@en	'given name'@en	'initials instead of given names'@en
Q5	P735	Q108709	43.0	'human'@en	'given name'@en	'diminutive'@en
Q5	P735	Q1243157	28.0	'human'@en	'given name'@en	'double name'@en
