domain	property	range	count	domain;label	property;label	range;label
Q215380	P646	external-id	20332.0	'musical group'@en	'Freebase ID'@en	
Q215380	P495	Q6256	19847.0	'musical group'@en	'country of origin'@en	'country'@en
Q215380	P495	Q3624078	19491.0	'musical group'@en	'country of origin'@en	'sovereign state'@en
Q215380	P495	Q512187	10138.0	'musical group'@en	'country of origin'@en	'federal republic'@en
Q215380	P495	Q1520223	9983.0	'musical group'@en	'country of origin'@en	'constitutional republic'@en
Q215380	P3478	external-id	14336.0	'musical group'@en	'Songkick artist ID'@en	
Q215380	P8687	quantity	3683.0	'musical group'@en	'social media followers'@en	
Q215380	P856	url	11750.0	'musical group'@en	'official website'@en	
Q215380	P3265	external-id	8252.0	'musical group'@en	'Myspace ID'@en	
Q215380	P2002	external-id	5473.0	'musical group'@en	'Twitter username'@en	
Q215380	P2031	time	17936.0	'musical group'@en	'work period (start)'@en	
Q215380	P740	Q1549591	6329.0	'musical group'@en	'location of formation'@en	'big city'@en
Q215380	P740	Q515	4502.0	'musical group'@en	'location of formation'@en	'city'@en
Q215380	P740	Q1093829	3746.0	'musical group'@en	'location of formation'@en	'city of the United States'@en
Q215380	P1728	external-id	9293.0	'musical group'@en	'AllMusic artist ID'@en	
Q215380	P213	external-id	12377.0	'musical group'@en	'ISNI'@en	
Q215380	P2722	external-id	4027.0	'musical group'@en	'Deezer artist ID'@en	
Q215380	P214	external-id	12215.0	'musical group'@en	'VIAF ID'@en	
Q215380	P5404	external-id	8361.0	'musical group'@en	'Rate Your Music artist ID'@en	
Q215380	P527	Q5	6840.0	'musical group'@en	'has part or parts'@en	'human'@en
Q215380	P7859	external-id	11670.0	'musical group'@en	'WorldCat Identities ID'@en	
Q215380	P7109	external-id	3212.0	'musical group'@en	'Acharts.co artist ID'@en	
Q215380	P1902	external-id	5558.0	'musical group'@en	'Spotify artist ID'@en	
Q215380	P244	external-id	7246.0	'musical group'@en	'Library of Congress authority ID'@en	
Q215380	P1953	external-id	18582.0	'musical group'@en	'Discogs artist ID'@en	
Q215380	P264	Q18127	10586.0	'musical group'@en	'record label'@en	'record label'@en
Q215380	P571	time	15245.0	'musical group'@en	'inception'@en	
Q215380	P268	external-id	3045.0	'musical group'@en	'Bibliothèque nationale de France ID'@en	
Q215380	P373	string	4277.0	'musical group'@en	'Commons category'@en	
Q215380	P7212	external-id	4696.0	'musical group'@en	'LyricsTranslate ID'@en	
Q215380	P18	commonsMedia	8390.0	'musical group'@en	'image'@en	
Q215380	P434	external-id	19005.0	'musical group'@en	'MusicBrainz artist ID'@en	
Q215380	P136	Q188451	19165.0	'musical group'@en	'genre'@en	'music genre'@en
Q215380	P4208	external-id	5338.0	'musical group'@en	'Billboard artist ID'@en	
Q215380	P227	external-id	2858.0	'musical group'@en	'GND ID'@en	
Q215380	P3192	external-id	6137.0	'musical group'@en	'Last.fm ID'@en	
Q215380	P5882	external-id	10905.0	'musical group'@en	'Muziekweb performer ID'@en	
Q215380	P2013	external-id	8601.0	'musical group'@en	'Facebook ID'@en	
