domain	property	range	count	domain;label	property;label	range;label
Q215380	P8687	quantity	3683.0	'musical group'@en	'social media followers'@en	
Q5741069	P8687	quantity	411.0	'rock group'@en	'social media followers'@en	
Q9212979	P8687	quantity	224.0	'musical duo'@en	'social media followers'@en	
Q641066	P8687	quantity	70.0	'girl group'@en	'social media followers'@en	
Q216337	P8687	quantity	65.0	'boy band'@en	'social media followers'@en	
Q20819922	P8687	quantity	37.0	'opera company'@en	'social media followers'@en	
Q56816954	P8687	quantity	27.0	'heavy metal band'@en	'social media followers'@en	
Q14073567	P8687	quantity	23.0	'sibling duo'@en	'social media followers'@en	
Q163740	P8687	quantity	20.0	'nonprofit organization'@en	'social media followers'@en	
Q11446438	P8687	quantity	15.0	'female idol group'@en	'social media followers'@en	
Q2088357	P8687	quantity	13.0	'musical ensemble'@en	'social media followers'@en	
Q42998	P8687	quantity	13.0	'orchestra'@en	'social media followers'@en	
Q215048	P8687	quantity	12.0	'supergroup'@en	'social media followers'@en	
Q2301325	P8687	quantity	10.0	'identical twins'@en	'social media followers'@en	
Q281643	P8687	quantity	8.0	'musical trio'@en	'social media followers'@en	
Q10648343	P8687	quantity	7.0	'duo'@en	'social media followers'@en	
Q19351429	P8687	quantity	7.0	'a cappella group'@en	'social media followers'@en	
Q5	P8687	quantity	7.0	'human'@en	'social media followers'@en	
Q3046146	P8687	quantity	6.0	'married couple'@en	'social media followers'@en	
Q16979650	P8687	quantity	5.0	'sibling group'@en	'social media followers'@en	
Q7558495	P8687	quantity	5.0	'solo project'@en	'social media followers'@en	
Q1141470	P8687	quantity	4.0	'double act'@en	'social media followers'@en	
Q11664239	P8687	quantity	4.0	'music unit'@en	'social media followers'@en	
Q14756018	P8687	quantity	4.0	'twins'@en	'social media followers'@en	
Q153562	P8687	quantity	4.0	'opera house'@en	'social media followers'@en	
Q25391823	P8687	quantity	4.0	'punk band'@en	'social media followers'@en	
Q708676	P8687	quantity	4.0	'charitable organization'@en	'social media followers'@en	
Q71129815	P8687	quantity	4.0	'electronica duo'@en	'social media followers'@en	
Q7229089	P8687	quantity	4.0	'pop duo'@en	'social media followers'@en	
Q84310035	P8687	quantity	4.0	'record production team'@en	'social media followers'@en	
Q10269077	P8687	quantity	3.0	'sertanejo duo'@en	'social media followers'@en	
Q108424578	P8687	quantity	3.0	'Idol group'@en	'social media followers'@en	
Q120544	P8687	quantity	3.0	'vocal group'@en	'social media followers'@en	
Q1426710	P8687	quantity	3.0	'marching band'@en	'social media followers'@en	
Q18127	P8687	quantity	3.0	'record label'@en	'social media followers'@en	
Q18510489	P8687	quantity	3.0	'comedy troupe'@en	'social media followers'@en	
Q2095173	P8687	quantity	3.0	'jam band'@en	'social media followers'@en	
Q3736859	P8687	quantity	3.0	'virtual band'@en	'social media followers'@en	
Q43229	P8687	quantity	3.0	'organization'@en	'social media followers'@en	
Q58603552	P8687	quantity	3.0	'sibling trio'@en	'social media followers'@en	
