domain	property	range	count
Q3305213	P10187	external-id	14
Q3305213	P1184	external-id	2
Q3305213	P1212	external-id	17
Q79218	P1212	external-id	1
Q848330	P1212	external-id	1
Q3305213	P1257	string	72
Q22669139	P1257	string	1
Q475476	P1257	string	1
Q79218	P1257	string	1
Q836950	P1257	string	1
Q3305213	P1259	globe-coordinate	1
Q3305213	P1296	external-id	2
Q3305213	P1375	external-id	1
Q3305213	P1417	external-id	37
Q848330	P1417	external-id	1
Q3305213	P1448	monolingualtext	1
Q3305213	P1476	monolingualtext	263
Q18761202	P1476	monolingualtext	1
Q79218	P1476	monolingualtext	1
Q848330	P1476	monolingualtext	1
Q3305213	P1669	external-id	1
Q3305213	P1679	external-id	69
Q79218	P1679	external-id	1
Q3305213	P1684	monolingualtext	12
Q3305213	P1695	external-id	1
Q3305213	P1705	monolingualtext	35
Q79218	P1705	monolingualtext	1
Q93184	P1705	monolingualtext	1
Q3305213	P1726	external-id	7
Q3305213	P18	commonsMedia	416
Q79218	P18	commonsMedia	3
Q1278452	P18	commonsMedia	2
Q46686	P18	commonsMedia	2
Q93184	P18	commonsMedia	2
Q10827799	P18	commonsMedia	1
Q1411766	P18	commonsMedia	1
Q15711026	P18	commonsMedia	1
Q15727816	P18	commonsMedia	1
Q17152495	P18	commonsMedia	1
Q18761202	P18	commonsMedia	1
Q219423	P18	commonsMedia	1
Q22669139	P18	commonsMedia	1
Q2647254	P18	commonsMedia	1
Q370665	P18	commonsMedia	1
Q475476	P18	commonsMedia	1
Q836950	P18	commonsMedia	1
Q848330	P18	commonsMedia	1
Q15727816	P1814	string	1
Q3305213	P1814	string	1
Q3305213	P2014	external-id	12
Q3305213	P2043	quantity	4
Q3305213	P2048	quantity	439
Q79218	P2048	quantity	3
Q1278452	P2048	quantity	2
Q46686	P2048	quantity	2
Q10827799	P2048	quantity	1
Q1411766	P2048	quantity	1
Q15711026	P2048	quantity	1
Q17152495	P2048	quantity	1
Q18761202	P2048	quantity	1
Q192425	P2048	quantity	1
Q22669139	P2048	quantity	1
Q2647254	P2048	quantity	1
Q370665	P2048	quantity	1
Q475476	P2048	quantity	1
Q836950	P2048	quantity	1
Q848330	P2048	quantity	1
Q93184	P2048	quantity	1
Q3305213	P2049	quantity	437
Q1278452	P2049	quantity	2
Q46686	P2049	quantity	2
Q79218	P2049	quantity	2
Q10827799	P2049	quantity	1
Q1411766	P2049	quantity	1
Q15711026	P2049	quantity	1
Q17152495	P2049	quantity	1
Q18761202	P2049	quantity	1
Q192425	P2049	quantity	1
Q22669139	P2049	quantity	1
Q2647254	P2049	quantity	1
Q370665	P2049	quantity	1
Q475476	P2049	quantity	1
Q836950	P2049	quantity	1
Q848330	P2049	quantity	1
Q93184	P2049	quantity	1
Q3305213	P2092	external-id	11
Q3305213	P2108	external-id	6
Q3305213	P214	external-id	11
Q79218	P214	external-id	1
Q848330	P214	external-id	1
Q3305213	P2163	external-id	1
Q79218	P2163	external-id	1
Q3305213	P217	string	396
Q46686	P217	string	2
Q79218	P217	string	2
Q1278452	P217	string	1
Q17152495	P217	string	1
Q18761202	P217	string	1
Q192425	P217	string	1
Q2647254	P217	string	1
Q832266	P217	string	1
Q848330	P217	string	1
Q3305213	P2242	external-id	16
Q1278452	P2242	external-id	2
Q1411766	P2242	external-id	1
Q15711026	P2242	external-id	1
Q17152495	P2242	external-id	1
Q836950	P2242	external-id	1
Q3305213	P227	external-id	11
Q848330	P227	external-id	1
Q3305213	P2284	quantity	1
Q79218	P2284	quantity	1
Q3305213	P2344	external-id	2
Q3305213	P2386	quantity	3
Q848330	P2386	quantity	1
Q3305213	P244	external-id	8
Q79218	P244	external-id	1
Q1278452	P2561	monolingualtext	1
Q1411766	P2561	monolingualtext	1
Q15711026	P2561	monolingualtext	1
Q3305213	P2561	monolingualtext	1
Q3305213	P2581	external-id	226
Q18761202	P2581	external-id	1
Q219423	P2581	external-id	1
Q22669139	P2581	external-id	1
Q2647254	P2581	external-id	1
Q370665	P2581	external-id	1
Q46686	P2581	external-id	1
Q79218	P2581	external-id	1
Q836950	P2581	external-id	1
Q848330	P2581	external-id	1
Q3305213	P2582	external-id	1
Q3305213	P2610	quantity	1
Q3305213	P2671	external-id	2
Q3305213	P268	external-id	12
Q79218	P268	external-id	1
Q848330	P268	external-id	1
Q3305213	P269	external-id	5
Q79218	P269	external-id	1
Q3305213	P2699	url	1
Q79218	P2699	url	1
Q3305213	P3219	external-id	2
Q79218	P3219	external-id	1
Q3305213	P3272	external-id	2
Q1278452	P3272	external-id	1
Q1411766	P3272	external-id	1
Q15711026	P3272	external-id	1
Q3305213	P3293	external-id	1
Q3305213	P3417	external-id	4
Q2910675	P3417	external-id	1
Q3305213	P347	external-id	25
Q79218	P347	external-id	1
Q848330	P347	external-id	1
Q3305213	P350	external-id	80
Q475476	P350	external-id	1
Q79218	P350	external-id	1
Q3305213	P3504	external-id	1
Q3305213	P3553	external-id	1
Q3305213	P3634	external-id	18
Q3305213	P373	string	230
Q1278452	P373	string	2
Q46686	P373	string	2
Q79218	P373	string	2
Q1411766	P373	string	1
Q15711026	P373	string	1
Q15727816	P373	string	1
Q17152495	P373	string	1
Q22669139	P373	string	1
Q2647254	P373	string	1
Q370665	P373	string	1
Q836950	P373	string	1
Q848330	P373	string	1
Q93184	P373	string	1
Q3305213	P3783	external-id	6
Q79218	P3783	external-id	1
Q3305213	P3855	external-id	1
Q3305213	P4144	external-id	10
Q15727816	P4275	external-id	1
Q3305213	P4275	external-id	1
Q3305213	P443	commonsMedia	1
Q3305213	P4582	external-id	1
Q3305213	P4610	external-id	6
Q3305213	P4625	external-id	6
Q3305213	P4643	external-id	2
Q3305213	P4659	external-id	4
Q3305213	P4673	external-id	3
Q3305213	P4674	external-id	14
Q832266	P4674	external-id	1
Q3305213	P4683	external-id	25
Q3305213	P4684	external-id	2
Q3305213	P4692	external-id	1
Q3305213	P4701	external-id	97
Q1278452	P4701	external-id	1
Q3305213	P4704	external-id	6
Q3305213	P4709	external-id	2
Q3305213	P4712	external-id	1
Q3305213	P4713	external-id	3
Q3305213	P4737	external-id	1
Q3305213	P4761	external-id	1
Q848330	P4761	external-id	1
