domain	property	range	count
Q18127	P101	Q188451	17
Q2608849	P101	Q188451	3
Q18127	P101	Q4167410	2
Q18127	P101	Q59913930	2
Q18127	P101	Q81947509	2
Q18127	P101	Q862597	2
Q1001388	P101	Q188451	1
Q163740	P101	Q12184	1
Q163740	P101	Q179630	1
Q163740	P101	Q506680	1
Q18127	P101	Q106537557	1
Q18127	P101	Q106834231	1
Q18127	P101	Q107565306	1
Q18127	P101	Q108040195	1
Q18127	P101	Q12184	1
Q18127	P101	Q179630	1
Q18127	P101	Q28820001	1
Q18127	P101	Q3249551	1
Q18127	P101	Q506680	1
Q18127	P101	Q589183	1
Q18127	P101	Q8187769	1
Q4830453	P101	Q3249551	1
Q18127	P1037	Q5	8
Q891723	P1037	Q5	2
Q5354754	P1037	Q5	1
Q778575	P1037	Q5	1
Q18127	P1056	Q1047113	11
Q18127	P1056	Q56055944	11
Q18127	P1056	Q106043376	7
Q18127	P1056	Q108037652	7
Q18127	P1056	Q82036085	5
Q5354754	P1056	Q106043376	5
Q18127	P1056	Q188451	3
Q18127	P1056	Q14946528	2
Q4830453	P1056	Q1047113	2
Q4830453	P1056	Q56055944	2
Q891723	P1056	Q106043376	2
Q891723	P1056	Q108037652	2
Q891723	P1056	Q82036085	2
Q18127	P1056	Q108040090	1
Q18127	P1056	Q11862829	1
Q18127	P1056	Q14208553	1
Q18127	P1056	Q169872	1
Q18127	P1056	Q173799	1
Q18127	P1056	Q1914636	1
Q18127	P1056	Q20202269	1
Q18127	P1056	Q4026292	1
Q18127	P1056	Q4671286	1
Q18127	P1056	Q47728	1
Q18127	P1056	Q589183	1
Q18127	P1056	Q59913930	1
Q18127	P1056	Q8148	1
Q18127	P1056	Q81947509	1
Q18127	P1056	Q839864	1
Q20739124	P1056	Q1047113	1
Q20739124	P1056	Q56055944	1
Q2442401	P1056	Q1047113	1
Q2442401	P1056	Q56055944	1
Q2608849	P1056	Q11862829	1
Q2608849	P1056	Q169872	1
Q2608849	P1056	Q1914636	1
Q2608849	P1056	Q4671286	1
Q2608849	P1056	Q47728	1
Q2608849	P1056	Q8148	1
Q4830453	P1056	Q108037652	1
Q4830453	P1056	Q11862829	1
Q4830453	P1056	Q169872	1
Q4830453	P1056	Q1914636	1
Q4830453	P1056	Q4671286	1
Q4830453	P1056	Q47728	1
Q4830453	P1056	Q8148	1
Q4830453	P1056	Q82036085	1
Q5354754	P1056	Q1047113	1
Q5354754	P1056	Q14946528	1
Q5354754	P1056	Q56055944	1
Q58318936	P1056	Q1047113	1
Q58318936	P1056	Q56055944	1
Q6881511	P1056	Q1047113	1
Q6881511	P1056	Q56055944	1
Q778575	P1056	Q108037652	1
Q778575	P1056	Q82036085	1
Q783794	P1056	Q1047113	1
Q783794	P1056	Q56055944	1
Q18127	P106	Q28640	2
Q1320047	P106	Q12047392	1
Q1320047	P106	Q17197366	1
Q18127	P106	Q12047392	1
Q18127	P106	Q17197366	1
Q18127	P106	Q66715801	1
Q1917775	P106	Q12047392	1
Q1917775	P106	Q17197366	1
Q215380	P106	Q28640	1
Q3719391	P106	Q12047392	1
Q3719391	P106	Q17197366	1
Q54982412	P106	Q28640	1
Q18127	P112	Q5	622
Q18127	P112	Q215380	21
Q4830453	P112	Q5	18
Q2608849	P112	Q5	16
Q18127	P112	Q18127	12
Q18127	P112	Q5741069	9
Q18127	P112	Q2442401	7
Q783794	P112	Q5	7
Q1542343	P112	Q5	6
Q18127	P112	Q4830453	6
Q18127	P112	Q1062083	5
Q5354754	P112	Q5	5
Q891723	P112	Q5	5
Q18127	P112	Q16979650	4
Q6881511	P112	Q5	4
Q746369	P112	Q5	4
Q18127	P112	Q1762059	3
Q18127	P112	Q891723	3
Q2243978	P112	Q5	3
Q2442401	P112	Q5	3
Q783794	P112	Q18127	3
Q18127	P112	Q10648343	2
Q18127	P112	Q16017119	2
Q18127	P112	Q43229	2
Q18127	P112	Q54982412	2
Q18127	P112	Q56816954	2
Q18127	P112	Q6881511	2
Q18127	P112	Q7558495	2
Q18127	P112	Q783794	2
Q32178211	P112	Q5	2
Q4830453	P112	Q1062083	2
Q4830453	P112	Q18127	2
Q4830453	P112	Q4830453	2
Q4830453	P112	Q783794	2
Q658255	P112	Q5	2
Q783794	P112	Q4830453	2
Q783794	P112	Q783794	2
Q11396960	P112	Q5	1
Q1194970	P112	Q5	1
Q12540664	P112	Q5	1
Q167270	P112	Q2442401	1
Q167270	P112	Q42855995	1
