domain	property	range	count
Q169930	P136	Q188451	2861
Q169930	P136	Q589183	299
Q169930	P136	Q28820001	63
Q482994	P136	Q188451	52
Q134556	P136	Q188451	22
Q169930	P136	Q11921029	11
Q482994	P136	Q589183	10
Q59854802	P136	Q188451	10
Q169930	P136	Q107565306	9
Q65598493	P136	Q188451	7
Q169930	P136	Q108465955	5
Q169930	P136	Q12020884	5
Q169930	P136	Q862597	5
Q60713210	P136	Q188451	5
Q368281	P136	Q188451	4
Q2073093	P136	Q188451	3
Q62019336	P136	Q188451	3
Q10590726	P136	Q188451	2
Q11424	P136	Q188451	2
Q11424	P136	Q589183	2
Q169930	P136	Q107356781	2
Q169930	P136	Q20202269	2
Q169930	P136	Q3326717	2
Q169930	P136	Q968159	2
Q105543609	P136	Q188451	1
Q169930	P136	Q105756498	1
Q169930	P136	Q107357104	1
Q169930	P136	Q1194240	1
Q169930	P136	Q1616075	1
Q169930	P136	Q18127	1
Q169930	P136	Q19116554	1
Q169930	P136	Q201658	1
Q169930	P136	Q2198855	1
Q169930	P136	Q264965	1
Q169930	P136	Q5009242	1
Q169930	P136	Q5484828	1
Q169930	P136	Q561068	1
Q169930	P136	Q59913930	1
Q170584	P136	Q188451	1
Q20671381	P136	Q188451	1
Q20671381	P136	Q589183	1
Q2073093	P136	Q589183	1
Q2707384	P136	Q188451	1
Q482994	P136	Q201658	1
Q5741069	P136	Q188451	1
Q59557805	P136	Q188451	1
Q65598493	P136	Q28820001	1
Q7366	P136	Q188451	1
Q169930	P138	Q169930	1
Q169930	P138	Q215380	1
Q169930	P138	Q43229	1
Q169930	P138	Q5	1
Q169930	P138	Q938236	1
Q169930	P1411	Q38033430	2
Q2073093	P1411	Q38033430	1
Q482994	P1411	Q38033430	1
Q169930	P155	Q482994	1593
Q169930	P155	Q169930	663
Q169930	P155	Q134556	70
Q482994	P155	Q482994	47
Q169930	P155	Q215380	27
Q482994	P155	Q169930	11
Q169930	P155	Q5	9
Q134556	P155	Q482994	8
Q134556	P155	Q134556	7
Q169930	P155	Q105543609	6
Q169930	P155	Q273057	5
Q59854802	P155	Q482994	5
Q134556	P155	Q169930	4
Q169930	P155	Q7366	4
Q169930	P155	Q10590726	3
Q169930	P155	Q220935	3
Q169930	P155	Q5741069	3
Q169930	P155	Q11424	2
Q169930	P155	Q2088357	2
Q169930	P155	Q59557805	2
Q169930	P155	Q62019336	2
Q169930	P155	Q65598493	2
Q169930	P155	Q80071	2
Q2073093	P155	Q482994	2
Q62019336	P155	Q482994	2
Q65598493	P155	Q482994	2
Q10590726	P155	Q10590726	1
Q10590726	P155	Q169930	1
Q10590726	P155	Q482994	1
Q134556	P155	Q105543609	1
Q134556	P155	Q7366	1
Q169930	P155	Q14623351	1
Q169930	P155	Q15310171	1
Q169930	P155	Q1549591	1
Q169930	P155	Q1997853	1
Q169930	P155	Q2073093	1
Q169930	P155	Q216337	1
Q169930	P155	Q2619673	1
Q169930	P155	Q3046922	1
Q169930	P155	Q515	1
Q169930	P155	Q59854802	1
Q169930	P155	Q9212979	1
Q368281	P155	Q169930	1
Q368281	P155	Q482994	1
Q482994	P155	Q134556	1
Q482994	P155	Q14623351	1
Q5741069	P155	Q482994	1
Q59854802	P155	Q169930	1
Q60713210	P155	Q169930	1
Q60713210	P155	Q482994	1
Q62019336	P155	Q169930	1
Q65598493	P155	Q65598493	1
Q169930	P1552	Q108040195	39
Q169930	P1552	Q1207505	9
Q169930	P1552	Q151885	9
Q169930	P1552	Q59913930	7
Q169930	P1552	Q81947509	3
Q134556	P1552	Q108040195	2
Q134556	P1552	Q59913930	2
Q169930	P1552	Q106043376	1
Q482994	P1552	Q108040195	1
Q482994	P1552	Q59913930	1
Q7366	P1552	Q108040195	1
Q7366	P1552	Q59913930	1
