domain	property	range	count
Q1307276	P1004	external-id	1
Q1307276	P1101	quantity	4
Q1307276	P1315	external-id	1
Q2087181	P1315	external-id	1
Q1307276	P1417	external-id	1
Q1307276	P1448	monolingualtext	1
Q1307276	P1566	external-id	3
Q2087181	P1566	external-id	1
Q1307276	P1619	time	3
Q1307276	P1621	commonsMedia	1
Q1307276	P1705	monolingualtext	3
Q1307276	P18	commonsMedia	422
Q2087181	P18	commonsMedia	2
Q2042081	P18	commonsMedia	1
Q44494	P18	commonsMedia	1
Q5773747	P18	commonsMedia	1
Q1307276	P2014	external-id	1
Q1307276	P214	external-id	10
Q1307276	P227	external-id	2
Q1307276	P242	commonsMedia	1
Q1307276	P244	external-id	4
Q1307276	P245	external-id	1
Q1307276	P2581	external-id	27
Q1307276	P281	string	2
Q1307276	P3417	external-id	3
Q1307276	P3449	external-id	1
Q2087181	P3449	external-id	1
Q1307276	P3518	external-id	1
Q1307276	P373	string	108
Q2087181	P373	string	2
Q1307276	P380	external-id	1
Q1307276	P3827	external-id	1
Q1307276	P402	external-id	1
Q1307276	P4839	external-id	1
Q1307276	P5383	external-id	458
Q2087181	P5383	external-id	2
Q2042081	P5383	external-id	1
Q44494	P5383	external-id	1
Q5773747	P5383	external-id	1
Q1307276	P571	time	45
Q2087181	P571	time	2
Q2042081	P571	time	1
Q1307276	P576	time	1
Q1307276	P5775	commonsMedia	1
Q1307276	P5827	external-id	1
Q1307276	P590	external-id	1
Q1307276	P6006	external-id	1
Q1307276	P6012	external-id	25
Q2087181	P6012	external-id	1
Q1307276	P625	globe-coordinate	456
Q2087181	P625	globe-coordinate	2
Q2042081	P625	globe-coordinate	1
Q44494	P625	globe-coordinate	1
Q5773747	P625	globe-coordinate	1
Q1307276	P6375	monolingualtext	22
Q2042081	P6375	monolingualtext	1
Q1307276	P646	external-id	452
Q2087181	P646	external-id	2
Q2042081	P646	external-id	1
Q44494	P646	external-id	1
Q5773747	P646	external-id	1
Q1307276	P649	external-id	442
Q2042081	P649	external-id	1
Q2087181	P649	external-id	1
Q44494	P649	external-id	1
Q5773747	P649	external-id	1
Q1307276	P7618	external-id	5
Q1307276	P7772	external-id	4
Q1307276	P7859	external-id	7
Q1307276	P7958	external-id	2
Q1307276	P8132	external-id	4
Q1307276	P8177	external-id	5
Q1307276	P8226	external-id	1
Q1307276	P8239	external-id	1
Q1307276	P8463	external-id	1
Q1307276	P856	url	6
Q2087181	P856	url	2
Q1307276	P8588	external-id	5
Q2042081	P8588	external-id	1
Q1307276	P8617	external-id	1
Q1307276	P8655	external-id	17
Q1307276	P8747	external-id	1
Q1307276	P9211	external-id	3
Q2042081	P9211	external-id	1
Q1307276	P935	string	2
Q1307276	P968	url	1
Q2087181	P968	url	1
Q1307276	P973	url	1
