property	count	property;label	percentage
P17	1613	'country'@en	99.75%
P625	1583	'coordinate location'@en	97.9%
P131	1552	'located in the administrative territorial entity'@en	95.98%
P646	1474	'Freebase ID'@en	91.16%
P18	1422	'image'@en	87.94%
P1435	1242	'heritage designation'@en	76.81%
P649	1107	'NRHP reference number'@en	68.46%
P149	490	'architectural style'@en	30.3%
P373	428	'Commons category'@en	26.47%
P571	278	'inception'@en	17.19%
P84	171	'architect'@en	10.58%
P1101	141	'floors above ground'@en	8.72%
P5383	95	'archINFORM project ID'@en	5.88%
P7959	86	'historic county'@en	5.32%
P1305	81	'CTBUH Skyscraper Center building ID'@en	5.01%
P856	71	'official website'@en	4.39%
P1619	67	'date of official opening'@en	4.14%
P276	64	'location'@en	3.96%
P6375	59	'street address'@en	3.65%
P127	58	'owned by'@en	3.59%
P2581	56	'BabelNet ID'@en	3.46%
P669	54	'located on street'@en	3.34%
P214	50	'VIAF ID'@en	3.09%
P1216	46	'National Heritage List for England number'@en	2.84%
P613	45	'OS grid reference'@en	2.78%
P7859	44	'WorldCat Identities ID'@en	2.72%
P8655	34	'LoC HABS/HAER/HALS place ID'@en	2.1%
P1566	33	'GeoNames ID'@en	2.04%
P454	31	'Structurae structure ID'@en	1.92%
P1301	31	'number of elevators'@en	1.92%
P455	27	'Emporis building ID'@en	1.67%
P8132	22	'Texas Historic Sites Atlas ID'@en	1.36%
P361	22	'part of'@en	1.36%
P2048	21	'height'@en	1.3%
P7561	20	'category for the interior of the item'@en	1.24%
P6012	18	'California Office of Historic Preservation ID'@en	1.11%
P88	17	'commissioned by'@en	1.05%
P466	17	'occupant'@en	1.05%
P244	17	'Library of Congress authority ID'@en	1.05%
P366	16	'has use'@en	0.99%
P281	16	'postal code'@en	0.99%
P7618	14	'Virginia Landmarks Register ID'@en	0.87%
P138	13	'named after'@en	0.8%
P1889	12	'different from'@en	0.74%
P935	11	'Commons gallery'@en	0.68%
P7772	11	'Atlas Obscura identifier'@en	0.68%
P1699	11	'SkyscraperPage building ID'@en	0.68%
P793	10	'significant event'@en	0.62%
P2044	10	'elevation above sea level'@en	0.62%
P1705	10	'native label'@en	0.62%
P910	8	'topic\'s main category'@en	0.49%
P5008	8	'on focus list of Wikimedia project'@en	0.49%
P2671	8	'Google Knowledge Graph ID'@en	0.49%
P2670	8	'instance has part(s) of the class'@en	0.49%
P1459	8	'Cadw Building ID'@en	0.49%
P402	7	'OpenStreetMap relation ID'@en	0.43%
P227	7	'GND ID'@en	0.43%
P2186	7	'Wiki Loves Monuments ID'@en	0.43%
P973	6	'described at URL'@en	0.37%
P5775	6	'image of interior'@en	0.37%
P576	6	'dissolved, abolished or demolished date'@en	0.37%
P2967	6	'Queensland Heritage Register ID'@en	0.37%
P2013	6	'Facebook ID'@en	0.37%
P186	6	'made from material'@en	0.37%
P1417	6	'Encyclopædia Britannica Online ID'@en	0.37%
P1260	6	'Swedish Open Cultural Heritage URI'@en	0.37%
P1139	6	'floors below ground'@en	0.37%
P9477	5	'Trap Danmark ID'@en	0.31%
P706	5	'located in/on physical feature'@en	0.31%
P631	5	'structural engineer'@en	0.31%
P590	5	'GNIS ID'@en	0.31%
P5816	5	'state of conservation'@en	0.31%
P5381	5	'EGROKN ID'@en	0.31%
P359	5	'Rijksmonument ID'@en	0.31%
P3417	5	'Quora topic ID'@en	0.31%
P30	5	'continent'@en	0.31%
P2783	5	'Danish listed buildings case ID'@en	0.31%
P213	5	'ISNI'@en	0.31%
P2002	5	'Twitter username'@en	0.31%
P1483	5	'kulturnoe-nasledie.ru ID'@en	0.31%
P137	5	'operator'@en	0.31%
P1004	5	'MusicBrainz place ID'@en	0.31%
P9284	4	'GB1900 ID'@en	0.25%
P808	4	'Bien de Interés Cultural (BIC) code'@en	0.25%
P4820	4	'TORA ID'@en	0.25%
P4527	4	'UK Parliament thesaurus ID'@en	0.25%
P2817	4	'appears in the heritage monument list'@en	0.25%
P2618	4	'inHerit Place Number'@en	0.25%
P1612	4	'Commons Institution page'@en	0.25%
P135	4	'movement'@en	0.25%
P1343	4	'described by source'@en	0.25%
P112	4	'founded by'@en	0.25%
P950	3	'Biblioteca Nacional de España ID'@en	0.19%
P9042	3	'DiCamillo Database Country House ID'@en	0.19%
P8687	3	'social media followers'@en	0.19%
P8596	3	'category for the exterior of the item'@en	0.19%
P8313	3	'Den Store Danske ID'@en	0.19%
P6766	3	'Who\'s on First ID'@en	0.19%
P527	3	'has part or parts'@en	0.19%
P5208	3	'BAG building ID'@en	0.19%
P5177	3	'Victorian Heritage Register ID'@en	0.19%
P4839	3	'Wolfram Language entity code'@en	0.19%
P452	3	'industry'@en	0.19%
P3503	3	'LombardiaBeniCulturali building ID'@en	0.19%
P3451	3	'nighttime view'@en	0.19%
P3222	3	'NE.se ID'@en	0.19%
P2795	3	'directions'@en	0.19%
P269	3	'IdRef ID'@en	0.19%
P268	3	'Bibliothèque nationale de France ID'@en	0.19%
P2424	3	'Berlin cultural heritage ID'@en	0.19%
