property	count	property;label	percentage
P2003	3	'Instagram username'@en	0.19%
P1600	3	'Inventari del Patrimoni Arquitectònic de Catalunya code'@en	0.19%
P159	3	'headquarters location'@en	0.19%
P1329	3	'phone number'@en	0.19%
P10533	3	'Agoda hotel numeric ID'@en	0.19%
P10487	3	'skyscanner hotel ID'@en	0.19%
P10290	3	'hotel rating'@en	0.19%
P9721	2	'image of entrance'@en	0.12%
P8933	2	'category for the view from the item'@en	0.12%
P8617	2	'Historic Montana ID'@en	0.12%
P8189	2	'National Library of Israel J9U ID'@en	0.12%
P7958	2	'Chicago Landmarks ID'@en	0.12%
P7630	2	'Dictionary of Scottish Architects building ID'@en	0.12%
P758	2	'Kulturminne ID'@en	0.12%
P718	2	'Canmore ID'@en	0.12%
P709	2	'Historic Scotland ID'@en	0.12%
P6283	2	'MNopedia ID'@en	0.12%
P6155	2	'Sotheby\'s Museum Network ID'@en	0.12%
P4672	2	'EMLO location ID'@en	0.12%
P4658	2	'Coflein ID'@en	0.12%
P4342	2	'Store norske leksikon ID'@en	0.12%
P4291	2	'panoramic view'@en	0.12%
P4146	2	'Athenaeum museum ID'@en	0.12%
P3794	2	'Dictionary of Sydney ID'@en	0.12%
P3449	2	'NSW Heritage database ID'@en	0.12%
P3008	2	'Australian Heritage Database Place ID'@en	0.12%
P2851	2	'payment types accepted'@en	0.12%
P2347	2	'YSO ID'@en	0.12%
P2049	2	'width'@en	0.12%
P2046	2	'area'@en	0.12%
P2043	2	'length'@en	0.12%
P193	2	'main building contractor'@en	0.12%
P170	2	'creator'@en	0.12%
P1667	2	'Getty Thesaurus of Geographic Names ID'@en	0.12%
P1586	2	'Catalan object of cultural interest ID'@en	0.12%
P1448	2	'official name'@en	0.12%
P140	2	'religion or worldview'@en	0.12%
P1296	2	'Gran Enciclopèdia Catalana ID'@en	0.12%
P1225	2	'U.S. National Archives Identifier'@en	0.12%
P10532	2	'Booking.com numeric ID'@en	0.12%
P10217	2	'Oslo Byleksikon ID'@en	0.12%
P10106	2	'Sceneweb organization ID'@en	0.12%
P9936	1	'Indonesian Museum National Registration System ID'@en	0.06%
P989	1	'spoken text audio'@en	0.06%
P9725	1	'EBIDAT ID'@en	0.06%
P968	1	'email address'@en	0.06%
P949	1	'National Library of Israel ID (old)'@en	0.06%
P9154	1	'Heritage Information System ID in the database of cultural heritage in Austria'@en	0.06%
P9070	1	'Internet Encyclopedia of Ukraine ID'@en	0.06%
P906	1	'SELIBR ID'@en	0.06%
P8989	1	'category for the view of the item'@en	0.06%
P8988	1	'Mapy.cz ID'@en	0.06%
P8814	1	'WordNet 3.1 Synset ID'@en	0.06%
P8747	1	'DC Historic Sites place ID'@en	0.06%
P8723	1	'American Heritage place ID'@en	0.06%
P8649	1	'National Park Service place ID'@en	0.06%
P8601	1	'Barcelona Public art ID'@en	0.06%
P8587	1	'Legacies of British Slave-ownership place ID'@en	0.06%
P8519	1	'RKD thesaurus ID'@en	0.06%
P8467	1	'Wiki-Rennes ID'@en	0.06%
P8408	1	'KBpedia ID'@en	0.06%
P8406	1	'Grove Art Online ID'@en	0.06%
P8399	1	'Unique Property Reference Number'@en	0.06%
P825	1	'dedicated to'@en	0.06%
P8246	1	'Natural Atlas ID'@en	0.06%
P8226	1	'Wyoming SHPO ID'@en	0.06%
P7900	1	'Monument Atlas Objekt-ID'@en	0.06%
P7831	1	'NMVW ID'@en	0.06%
P7818	1	'French Vikidia ID'@en	0.06%
P7749	1	'Nomenclature for Museum Cataloging'@en	0.06%
P7695	1	'e-WV: The West Virginia Encyclopedia ID'@en	0.06%
P7685	1	'CALS Encyclopedia of Arkansas ID'@en	0.06%
P757	1	'World Heritage Site ID'@en	0.06%
P749	1	'parent organization'@en	0.06%
P729	1	'service entry'@en	0.06%
P710	1	'participant'@en	0.06%
P708	1	'diocese'@en	0.06%
P7033	1	'Australian Educational Vocabulary ID'@en	0.06%
P691	1	'NKCR AUT ID'@en	0.06%
P6817	1	'SVT Play ID'@en	0.06%
P6782	1	'ROR ID'@en	0.06%
P6486	1	'Pacific Coast Architecture Database building ID'@en	0.06%
P641	1	'sport'@en	0.06%
P6404	1	'Treccani\'s Dizionario di Storia ID'@en	0.06%
P6379	1	'has works in the collection'@en	0.06%
P6286	1	'ICCD ID - S form'@en	0.06%
P585	1	'point in time'@en	0.06%
P5834	1	'Leading Hotels of the World hotel ID'@en	0.06%
P5827	1	'National Trust for Historic Preservation ID'@en	0.06%
P5817	1	'state of use'@en	0.06%
P577	1	'publication date'@en	0.06%
P5604	1	'archINFORM keyword ID'@en	0.06%
P5587	1	'Libris-URI'@en	0.06%
P5556	1	'KLEKs ID'@en	0.06%
P5525	1	'CONDEPHAAT ID'@en	0.06%
P547	1	'commemorates'@en	0.06%
P5313	1	'Protected Buildings Register in Finland Building ID'@en	0.06%
P5310	1	'Protected Buildings Register in Finland ID'@en	0.06%
P5247	1	'Giant Bomb ID'@en	0.06%
P508	1	'BNCF Thesaurus ID'@en	0.06%
P4856	1	'conscription number'@en	0.06%
P4702	1	'Google Arts & Culture partner ID'@en	0.06%
P4694	1	'Arquivo Arq ID'@en	0.06%
P463	1	'member of'@en	0.06%
P4613	1	'Encyclopedia of Modern Ukraine ID'@en	0.06%
P4587	1	'Argentinian Historic Heritage ID'@en	0.06%
P443	1	'pronunciation audio'@en	0.06%
P4293	1	'PM20 folder ID'@en	0.06%
P4246	1	'LfD-HB object ID'@en	0.06%
P4212	1	'PACTOLS thesaurus ID'@en	0.06%
P4173	1	'Instagram location ID'@en	0.06%
P417	1	'patron saint'@en	0.06%
P4119	1	'NLS Geographic Names Register Place ID'@en	0.06%
P4088	1	'Irish National Inventory of Architectural Heritage ID'@en	0.06%
P4015	1	'Vimeo identifier'@en	0.06%
P4009	1	'RKY national built heritage environment ID'@en	0.06%
P3827	1	'JSTOR topic ID'@en	0.06%
P3824	1	'permanent building number VTJ-PRT'@en	0.06%
P3820	1	'Flanders Arts Institute venue ID'@en	0.06%
P3749	1	'Google Maps Customer ID'@en	0.06%
P3642	1	'ARCHON code'@en	0.06%
P3616	1	'Vision of Britain place ID'@en	0.06%
P3569	1	'Cultureel Woordenboek ID'@en	0.06%
P3518	1	'Smithsonian trinomial'@en	0.06%
P3426	1	'ArbetSam ID'@en	0.06%
P3365	1	'Treccani ID'@en	0.06%
P3347	1	'PermID'@en	0.06%
P3342	1	'significant person'@en	0.06%
P3241	1	'Catholic Encyclopedia ID'@en	0.06%
P3219	1	'Encyclopædia Universalis ID'@en	0.06%
P3177	1	'Patrimonio Web JCyL ID'@en	0.06%
P3032	1	'adjacent building'@en	0.06%
P3018	1	'located in protected area'@en	0.06%
P2959	1	'permanent duplicated item'@en	0.06%
P2951	1	'Cultural heritage database in Austria ObjektID'@en	0.06%
P2948	1	'Estonian cultural monument ID'@en	0.06%
P2924	1	'Great Russian Encyclopedia Online ID'@en	0.06%
P2917	1	'COAM structure ID'@en	0.06%
P2789	1	'connects with'@en	0.06%
P2427	1	'GRID ID'@en	0.06%
P242	1	'locator map image'@en	0.06%
P2397	1	'YouTube channel ID'@en	0.06%
P2388	1	'office held by head of the organization'@en	0.06%
P2081	1	'BLDAM object ID'@en	0.06%
P2079	1	'fabrication method'@en	0.06%
P2001	1	'Revised Romanization'@en	0.06%
P1942	1	'McCune-Reischauer romanization'@en	0.06%
P1936	1	'Digital Atlas of the Roman Empire ID'@en	0.06%
P1838	1	'PSS-archi ID'@en	0.06%
P1801	1	'commemorative plaque image'@en	0.06%
P1770	1	'Romania LMI code'@en	0.06%
P1766	1	'place name sign'@en	0.06%
P176	1	'manufacturer'@en	0.06%
P1708	1	'LfDS object ID'@en	0.06%
P1700	1	'SIPA ID'@en	0.06%
P1687	1	'Wikidata property'@en	0.06%
P1661	1	'Alexa rank'@en	0.06%
P166	1	'award received'@en	0.06%
P1587	1	'Slovene Cultural Heritage Register ID'@en	0.06%
P1398	1	'structure replaces'@en	0.06%
P1282	1	'OpenStreetMap tag or key'@en	0.06%
P1278	1	'Legal Entity Identifier'@en	0.06%
P126	1	'maintained by'@en	0.06%
P10425	1	'Trip.com hotel ID'@en	0.06%
P1015	1	'NORAF ID'@en	0.06%
P1014	1	'Art & Architecture Thesaurus ID'@en	0.06%
P1001	1	'applies to jurisdiction'@en	0.06%
