property	count	property;label	percentage
P17	1613	'country'@en	99.75%
P625	1583	'coordinate location'@en	97.9%
P131	1552	'located in the administrative territorial entity'@en	95.98%
P646	1474	'Freebase ID'@en	91.16%
P18	1422	'image'@en	87.94%
P1435	1242	'heritage designation'@en	76.81%
P649	1107	'NRHP reference number'@en	68.46%
P149	490	'architectural style'@en	30.3%
P373	428	'Commons category'@en	26.47%
P571	278	'inception'@en	17.19%
