domain	property	range	count
Q134556	P123	Q2085381	3
Q134556	P123	Q4830453	2
Q134556	P123	Q18127	1
Q1366112	P123	Q4830453	1
Q207628	P123	Q4830453	1
Q571	P123	Q2085381	1
Q7366	P123	Q4830453	1
Q7725634	P123	Q2085381	1
Q134556	P1327	Q5	2
Q134556	P1343	Q171	29
Q134556	P1343	Q15633582	1
Q134556	P1343	Q35127	1
Q134556	P1343	Q59825643	1
Q134556	P1343	Q615699	1
Q134556	P1344	Q110288240	6
Q7366	P1344	Q110288240	3
Q134556	P1344	Q110616917	1
Q7366	P1344	Q110616917	1
Q134556	P136	Q188451	19033
Q134556	P136	Q589183	3933
Q7366	P136	Q188451	1883
Q134556	P136	Q28820001	302
Q134556	P136	Q862597	244
Q7366	P136	Q589183	205
Q134556	P136	Q11921029	86
Q134556	P136	Q107357104	44
Q105543609	P136	Q188451	41
Q7366	P136	Q862597	40
Q134556	P136	Q107356781	38
Q134556	P136	Q105756498	36
Q7366	P136	Q28820001	34
Q482994	P136	Q188451	28
Q7302866	P136	Q188451	25
Q134556	P136	Q59913930	24
Q7366	P136	Q107356781	24
Q134556	P136	Q223393	23
Q169930	P136	Q188451	22
Q134556	P136	Q107487333	18
Q134556	P136	Q12020884	17
Q134556	P136	Q4453888	17
Q134556	P136	Q75054287	17
Q134556	P136	Q106537557	14
Q134556	P136	Q107565306	14
Q7366	P136	Q11921029	14
Q134556	P136	Q60733114	11
Q134556	P136	Q7777573	9
Q7366	P136	Q107565306	9
Q134556	P136	Q110013851	8
Q7366	P136	Q107357104	7
Q1193470	P136	Q188451	6
Q134556	P136	Q56296601	6
Q134556	P136	Q20202269	5
Q134556	P136	Q483394	5
Q207628	P136	Q188451	5
Q7366	P136	Q107487333	5
Q7366	P136	Q223393	5
Q7366	P136	Q4453888	5
Q482994	P136	Q589183	4
Q7366	P136	Q105756498	4
Q7366	P136	Q59913930	4
Q105543609	P136	Q589183	3
Q134556	P136	Q201658	3
Q134556	P136	Q4167410	3
Q59847891	P136	Q188451	3
Q1030329	P136	Q188451	2
Q134556	P136	Q108465955	2
Q134556	P136	Q11862829	2
Q134556	P136	Q1792379	2
