domain	property	range	count	domain;label	property;label	range;label
Q3305213	P973	url	295.0	'painting'@en	'described at URL'@en	
Q46686	P973	url	2.0	'reredos'@en	'described at URL'@en	
Q79218	P973	url	2.0	'triptych'@en	'described at URL'@en	
Q1278452	P973	url	1.0	'polyptych'@en	'described at URL'@en	
Q1411766	P973	url	1.0	'predella'@en	'described at URL'@en	
Q15711026	P973	url	1.0	'altarpiece'@en	'described at URL'@en	
Q17152495	P973	url	1.0	'prime version'@en	'described at URL'@en	
Q18761202	P973	url	1.0	'watercolor painting'@en	'described at URL'@en	
Q192425	P973	url	1.0	'postcard'@en	'described at URL'@en	
Q219423	P973	url	1.0	'mural'@en	'described at URL'@en	
Q2647254	P973	url	1.0	'study'@en	'described at URL'@en	
Q370665	P973	url	1.0	'sacra conversazione'@en	'described at URL'@en	
Q836950	P973	url	1.0	'derivative work'@en	'described at URL'@en	
Q848330	P973	url	1.0	'tondo'@en	'described at URL'@en	
Q93184	P973	url	1.0	'drawing'@en	'described at URL'@en	
Q3305213	P921	Q1406161	41.0	'painting'@en	'main subject'@en	'artistic theme'@en
Q3305213	P921	Q5	38.0	'painting'@en	'main subject'@en	'human'@en
Q3305213	P921	Q22813672	21.0	'painting'@en	'main subject'@en	'two biblical humans'@en
Q3305213	P921	Q856663	8.0	'painting'@en	'main subject'@en	'Bible story'@en
Q3305213	P921	Q567303	5.0	'painting'@en	'main subject'@en	'announcement'@en
Q3305213	P921	Q20643955	3.0	'painting'@en	'main subject'@en	'human biblical figure'@en
Q3305213	P921	Q12827256	2.0	'painting'@en	'main subject'@en	'myth'@en
Q3305213	P921	Q15773347	2.0	'painting'@en	'main subject'@en	'film character'@en
Q3305213	P921	Q16521	2.0	'painting'@en	'main subject'@en	'taxon'@en
Q3305213	P921	Q178885	2.0	'painting'@en	'main subject'@en	'deity'@en
Q3305213	P921	Q1792379	2.0	'painting'@en	'main subject'@en	'art genre'@en
Q3305213	P921	Q18563360	2.0	'painting'@en	'main subject'@en	'Quranic character'@en
Q3305213	P921	Q21070568	2.0	'painting'@en	'main subject'@en	'human who may be fictional'@en
Q3305213	P921	Q24336466	2.0	'painting'@en	'main subject'@en	'mythical event'@en
Q3305213	P921	Q4271324	2.0	'painting'@en	'main subject'@en	'mythical character'@en
Q3305213	P921	Q51625	2.0	'painting'@en	'main subject'@en	'Salvator Mundi'@en
Q3305213	P921	Q825	2.0	'painting'@en	'main subject'@en	'God in Christianity'@en
Q1278452	P921	Q1406161	1.0	'polyptych'@en	'main subject'@en	'artistic theme'@en
Q1278452	P921	Q22813672	1.0	'polyptych'@en	'main subject'@en	'two biblical humans'@en
Q1411766	P921	Q1406161	1.0	'predella'@en	'main subject'@en	'artistic theme'@en
Q1411766	P921	Q22813672	1.0	'predella'@en	'main subject'@en	'two biblical humans'@en
Q15711026	P921	Q1406161	1.0	'altarpiece'@en	'main subject'@en	'artistic theme'@en
Q15711026	P921	Q22813672	1.0	'altarpiece'@en	'main subject'@en	'two biblical humans'@en
Q17152495	P921	Q5	1.0	'prime version'@en	'main subject'@en	'human'@en
Q2910675	P921	Q5	1.0	'unfinished creative work'@en	'main subject'@en	'human'@en
Q3305213	P921	Q1077064	1.0	'painting'@en	'main subject'@en	'charity'@en
Q3305213	P921	Q1128340	1.0	'painting'@en	'main subject'@en	'index term'@en
Q3305213	P921	Q135010	1.0	'painting'@en	'main subject'@en	'war crime'@en
Q3305213	P921	Q1799072	1.0	'painting'@en	'main subject'@en	'method'@en
Q3305213	P921	Q1914636	1.0	'painting'@en	'main subject'@en	'activity'@en
Q3305213	P921	Q198	1.0	'painting'@en	'main subject'@en	'war'@en
Q3305213	P921	Q20127274	1.0	'painting'@en	'main subject'@en	'certain aspects of a person\'s life'@en
Q3305213	P921	Q207869	1.0	'painting'@en	'main subject'@en	'epithet'@en
Q3305213	P921	Q2634521	1.0	'painting'@en	'main subject'@en	'title of Jesus'@en
Q3305213	P921	Q2665156	1.0	'painting'@en	'main subject'@en	'Christian ethics'@en
Q3305213	P921	Q27955379	1.0	'painting'@en	'main subject'@en	'road transport infrastructure'@en
Q3305213	P921	Q29154430	1.0	'painting'@en	'main subject'@en	'book of the Bible'@en
Q3305213	P921	Q3199915	1.0	'painting'@en	'main subject'@en	'massacre'@en
Q3305213	P921	Q3249551	1.0	'painting'@en	'main subject'@en	'process'@en
Q3305213	P921	Q330284	1.0	'painting'@en	'main subject'@en	'marketplace'@en
Q3305213	P921	Q4430243	1.0	'painting'@en	'main subject'@en	'social organization'@en
Q3305213	P921	Q47092	1.0	'painting'@en	'main subject'@en	'rape'@en
Q3305213	P921	Q47461344	1.0	'painting'@en	'main subject'@en	'written work'@en
Q3305213	P921	Q4774340	1.0	'painting'@en	'main subject'@en	'Anti-communist mass killings'@en
Q3305213	P921	Q55983715	1.0	'painting'@en	'main subject'@en	'organisms known by a particular common name'@en
Q3305213	P921	Q7860962	1.0	'painting'@en	'main subject'@en	'road type'@en
Q370665	P921	Q1406161	1.0	'sacra conversazione'@en	'main subject'@en	'artistic theme'@en
Q79218	P921	Q1406161	1.0	'triptych'@en	'main subject'@en	'artistic theme'@en
Q79218	P921	Q22813672	1.0	'triptych'@en	'main subject'@en	'two biblical humans'@en
Q836950	P921	Q5	1.0	'derivative work'@en	'main subject'@en	'human'@en
Q3305213	P646	external-id	562.0	'painting'@en	'Freebase ID'@en	
Q79218	P646	external-id	4.0	'triptych'@en	'Freebase ID'@en	
Q1278452	P646	external-id	2.0	'polyptych'@en	'Freebase ID'@en	
Q219423	P646	external-id	2.0	'mural'@en	'Freebase ID'@en	
