domain	property	range	count	domain;label	property;label	range;label
Q18127	P101	Q188451	17	'record label'@en	'field of work'@en	'music genre'@en
Q2608849	P101	Q188451	3	'imprint'@en	'field of work'@en	'music genre'@en
Q18127	P101	Q4167410	2	'record label'@en	'field of work'@en	'Wikimedia disambiguation page'@en
Q18127	P101	Q59913930	2	'record label'@en	'field of work'@en	'recording industry term'@en
Q18127	P101	Q81947509	2	'record label'@en	'field of work'@en	'album type'@en
Q18127	P101	Q862597	2	'record label'@en	'field of work'@en	'musical form'@en
Q1001388	P101	Q188451	1	'budget label'@en	'field of work'@en	'music genre'@en
Q163740	P101	Q12184	1	'nonprofit organization'@en	'field of work'@en	'pandemic'@en
Q163740	P101	Q179630	1	'nonprofit organization'@en	'field of work'@en	'syndrome'@en
Q163740	P101	Q506680	1	'nonprofit organization'@en	'field of work'@en	'endemic disease'@en
Q18127	P101	Q106537557	1	'record label'@en	'field of work'@en	'music by ethnic group'@en
Q18127	P101	Q106834231	1	'record label'@en	'field of work'@en	'music by period of time'@en
Q18127	P101	Q107565306	1	'record label'@en	'field of work'@en	'music by language'@en
Q18127	P101	Q108040195	1	'record label'@en	'field of work'@en	'music release attribute'@en
Q18127	P101	Q12184	1	'record label'@en	'field of work'@en	'pandemic'@en
Q18127	P101	Q179630	1	'record label'@en	'field of work'@en	'syndrome'@en
Q18127	P101	Q28820001	1	'record label'@en	'field of work'@en	'music scene'@en
Q18127	P101	Q3249551	1	'record label'@en	'field of work'@en	'process'@en
Q18127	P101	Q506680	1	'record label'@en	'field of work'@en	'endemic disease'@en
Q18127	P101	Q589183	1	'record label'@en	'field of work'@en	'radio format'@en
Q18127	P101	Q8187769	1	'record label'@en	'field of work'@en	'economic activity'@en
Q4830453	P101	Q3249551	1	'business'@en	'field of work'@en	'process'@en
Q18127	P1037	Q5	8	'record label'@en	'director / manager'@en	'human'@en
Q891723	P1037	Q5	2	'public company'@en	'director / manager'@en	'human'@en
Q1660312	P1037	Q5	1	'major label'@en	'director / manager'@en	'human'@en
Q2442401	P1037	Q5	1	'record company'@en	'director / manager'@en	'human'@en
Q5354754	P1037	Q5	1	'talent agency'@en	'director / manager'@en	'human'@en
Q778575	P1037	Q5	1	'conglomerate'@en	'director / manager'@en	'human'@en
Q18127	P1056	Q1047113	11	'record label'@en	'product or material produced'@en	'specialty'@en
Q18127	P1056	Q56055944	11	'record label'@en	'product or material produced'@en	'arts form'@en
Q18127	P1056	Q106043376	7	'record label'@en	'product or material produced'@en	'music release type'@en
Q18127	P1056	Q108037652	7	'record label'@en	'product or material produced'@en	'audio release format'@en
Q18127	P1056	Q82036085	5	'record label'@en	'product or material produced'@en	'physical media format'@en
Q5354754	P1056	Q106043376	5	'talent agency'@en	'product or material produced'@en	'music release type'@en
Q18127	P1056	Q188451	3	'record label'@en	'product or material produced'@en	'music genre'@en
Q2442401	P1056	Q1047113	3	'record company'@en	'product or material produced'@en	'specialty'@en
Q2442401	P1056	Q56055944	3	'record company'@en	'product or material produced'@en	'arts form'@en
