domain	property	range	count	domain;label	property;label	range;label
Q18127	P966	external-id	2520.0	'record label'@en	'MusicBrainz label ID'@en	
Q1542343	P966	external-id	86.0	'independent record label'@en	'MusicBrainz label ID'@en	
Q4830453	P966	external-id	44.0	'business'@en	'MusicBrainz label ID'@en	
Q2608849	P966	external-id	40.0	'imprint'@en	'MusicBrainz label ID'@en	
Q2442401	P966	external-id	26.0	'record company'@en	'MusicBrainz label ID'@en	
Q5354754	P966	external-id	24.0	'talent agency'@en	'MusicBrainz label ID'@en	
Q783794	P966	external-id	17.0	'company'@en	'MusicBrainz label ID'@en	
Q20739124	P966	external-id	8.0	'entertainment company'@en	'MusicBrainz label ID'@en	
Q891723	P966	external-id	8.0	'public company'@en	'MusicBrainz label ID'@en	
Q6881511	P966	external-id	7.0	'enterprise'@en	'MusicBrainz label ID'@en	
Q746369	P966	external-id	6.0	'recording studio'@en	'MusicBrainz label ID'@en	
Q1001388	P966	external-id	5.0	'budget label'@en	'MusicBrainz label ID'@en	
Q1917775	P966	external-id	4.0	'music publishing company'@en	'MusicBrainz label ID'@en	
Q219577	P966	external-id	3.0	'holding company'@en	'MusicBrainz label ID'@en	
Q2243978	P966	external-id	3.0	'record shop'@en	'MusicBrainz label ID'@en	
Q35127	P966	external-id	3.0	'website'@en	'MusicBrainz label ID'@en	
Q43229	P966	external-id	3.0	'organization'@en	'MusicBrainz label ID'@en	
Q658255	P966	external-id	3.0	'subsidiary'@en	'MusicBrainz label ID'@en	
Q746359	P966	external-id	3.0	'music industry'@en	'MusicBrainz label ID'@en	
Q12540664	P966	external-id	2.0	'distributor'@en	'MusicBrainz label ID'@en	
Q1660312	P966	external-id	2.0	'major label'@en	'MusicBrainz label ID'@en	
Q167270	P966	external-id	2.0	'trademark'@en	'MusicBrainz label ID'@en	
Q32178211	P966	external-id	2.0	'music organization'@en	'MusicBrainz label ID'@en	
Q48748864	P966	external-id	2.0	'Corporation'@en	'MusicBrainz label ID'@en	
Q58318936	P966	external-id	2.0	'music production company'@en	'MusicBrainz label ID'@en	
Q778575	P966	external-id	2.0	'conglomerate'@en	'MusicBrainz label ID'@en	
Q1137109	P966	external-id	1.0	'video game publisher'@en	'MusicBrainz label ID'@en	
Q11396960	P966	external-id	1.0	'production company'@en	'MusicBrainz label ID'@en	
Q1156739	P966	external-id	1.0	'umbrella brand'@en	'MusicBrainz label ID'@en	
Q1194970	P966	external-id	1.0	'dot-com company'@en	'MusicBrainz label ID'@en	
Q1320047	P966	external-id	1.0	'book publisher'@en	'MusicBrainz label ID'@en	
Q13473501	P966	external-id	1.0	'collective'@en	'MusicBrainz label ID'@en	
Q1589009	P966	external-id	1.0	'privately held company'@en	'MusicBrainz label ID'@en	
Q163740	P966	external-id	1.0	'nonprofit organization'@en	'MusicBrainz label ID'@en	
Q169534	P966	external-id	1.0	'division'@en	'MusicBrainz label ID'@en	
Q181298	P966	external-id	1.0	'fanzine'@en	'MusicBrainz label ID'@en	
Q1916382	P966	external-id	1.0	'media conglomerate'@en	'MusicBrainz label ID'@en	
Q2085381	P966	external-id	1.0	'publisher'@en	'MusicBrainz label ID'@en	
Q24229398	P966	external-id	1.0	'agent'@en	'MusicBrainz label ID'@en	
Q28820001	P966	external-id	1.0	'music scene'@en	'MusicBrainz label ID'@en	
Q31838711	P966	external-id	1.0	'music distributor'@en	'MusicBrainz label ID'@en	
Q334453	P966	external-id	1.0	'division'@en	'MusicBrainz label ID'@en	
Q3719391	P966	external-id	1.0	'sheet music publisher'@en	'MusicBrainz label ID'@en	
Q42336871	P966	external-id	1.0	'crowdfunding platform'@en	'MusicBrainz label ID'@en	
Q43060	P966	external-id	1.0	'online music store'@en	'MusicBrainz label ID'@en	
Q63105403	P966	external-id	1.0	'Christian record label'@en	'MusicBrainz label ID'@en	
Q64581117	P966	external-id	1.0	'booking agency'@en	'MusicBrainz label ID'@en	
Q6942541	P966	external-id	1.0	'musical collective'@en	'MusicBrainz label ID'@en	
Q708676	P966	external-id	1.0	'charitable organization'@en	'MusicBrainz label ID'@en	
Q7247847	P966	external-id	1.0	'production team'@en	'MusicBrainz label ID'@en	
Q84310035	P966	external-id	1.0	'record production team'@en	'MusicBrainz label ID'@en	
Q18127	P856	url	1767.0	'record label'@en	'official website'@en	
Q1542343	P856	url	73.0	'independent record label'@en	'official website'@en	
Q4830453	P856	url	45.0	'business'@en	'official website'@en	
Q5354754	P856	url	23.0	'talent agency'@en	'official website'@en	
Q2442401	P856	url	19.0	'record company'@en	'official website'@en	
Q2608849	P856	url	16.0	'imprint'@en	'official website'@en	
Q6881511	P856	url	10.0	'enterprise'@en	'official website'@en	
Q891723	P856	url	10.0	'public company'@en	'official website'@en	
Q20739124	P856	url	9.0	'entertainment company'@en	'official website'@en	
Q783794	P856	url	9.0	'company'@en	'official website'@en	
Q215380	P856	url	5.0	'musical group'@en	'official website'@en	
Q1917775	P856	url	4.0	'music publishing company'@en	'official website'@en	
Q219577	P856	url	3.0	'holding company'@en	'official website'@en	
Q35127	P856	url	3.0	'website'@en	'official website'@en	
Q43229	P856	url	3.0	'organization'@en	'official website'@en	
Q746369	P856	url	3.0	'recording studio'@en	'official website'@en	
Q12540664	P856	url	2.0	'distributor'@en	'official website'@en	
Q1660312	P856	url	2.0	'major label'@en	'official website'@en	
Q167270	P856	url	2.0	'trademark'@en	'official website'@en	
Q1824338	P856	url	2.0	'music magazine'@en	'official website'@en	
Q2243978	P856	url	2.0	'record shop'@en	'official website'@en	
Q32178211	P856	url	2.0	'music organization'@en	'official website'@en	
Q48748864	P856	url	2.0	'Corporation'@en	'official website'@en	
Q58318936	P856	url	2.0	'music production company'@en	'official website'@en	
Q658255	P856	url	2.0	'subsidiary'@en	'official website'@en	
