domain	property	range	count	domain;label	property;label	range;label
Q18127	P7859	external-id	606.0	'record label'@en	'WorldCat Identities ID'@en	
Q18127	P112	Q5	622.0	'record label'@en	'founded by'@en	'human'@en
Q18127	P571	time	2831.0	'record label'@en	'inception'@en	
Q18127	P214	external-id	641.0	'record label'@en	'VIAF ID'@en	
Q18127	P1955	external-id	1014.0	'record label'@en	'Discogs label ID'@en	
Q18127	P159	Q1549591	563.0	'record label'@en	'headquarters location'@en	'big city'@en
Q18127	P159	Q515	460.0	'record label'@en	'headquarters location'@en	'city'@en
Q18127	P159	Q1093829	365.0	'record label'@en	'headquarters location'@en	'city of the United States'@en
Q18127	P159	Q1637706	321.0	'record label'@en	'headquarters location'@en	'million city'@en
Q18127	P856	url	1767.0	'record label'@en	'official website'@en	
Q18127	P966	external-id	2520.0	'record label'@en	'MusicBrainz label ID'@en	
Q18127	P17	Q6256	3021.0	'record label'@en	'country'@en	'country'@en
Q18127	P17	Q3624078	2976.0	'record label'@en	'country'@en	'sovereign state'@en
Q18127	P17	Q1520223	1691.0	'record label'@en	'country'@en	'constitutional republic'@en
Q18127	P17	Q512187	1687.0	'record label'@en	'country'@en	'federal republic'@en
Q18127	P17	Q5255892	1663.0	'record label'@en	'country'@en	'democratic republic'@en
Q18127	P17	Q99541706	1651.0	'record label'@en	'country'@en	'historical unrecognized state'@en
Q18127	P17	Q1489259	1649.0	'record label'@en	'country'@en	'superpower'@en
Q18127	P646	external-id	3480.0	'record label'@en	'Freebase ID'@en	
Q18127	P136	Q188451	939.0	'record label'@en	'genre'@en	'music genre'@en
