domain	property	range	count
Q105543609	P10	commonsMedia	8
Q107357104	P10	commonsMedia	2
Q134556	P10	commonsMedia	1
Q193605	P10	commonsMedia	1
Q4470542	P10	commonsMedia	1
Q7366	P10	commonsMedia	1
Q856713	P10	commonsMedia	1
Q134556	P10136	external-id	1
Q7366	P10136	external-id	1
Q105543609	P1015	external-id	1
Q105543609	P10175	external-id	1
Q182659	P10175	external-id	1
Q105543609	P10187	external-id	1
Q58483083	P1025	external-id	1
Q134556	P10291	external-id	1
Q7366	P10291	external-id	1
Q58483083	P10335	external-id	4
Q134556	P1104	quantity	1
Q1366112	P1104	quantity	1
Q7366	P1104	quantity	1
Q105543609	P1113	quantity	1
Q105543609	P1144	external-id	1
Q58483083	P1191	time	998
Q105543609	P1191	time	327
Q15079786	P1191	time	29
Q58483088	P1191	time	14
Q59163902	P1191	time	5
Q7725634	P1191	time	5
Q2188189	P1191	time	2
Q23691	P1191	time	2
Q253137	P1191	time	2
Q2910675	P1191	time	2
Q3331189	P1191	time	2
Q43099500	P1191	time	2
Q106393147	P1191	time	1
Q119272	P1191	time	1
Q1344	P1191	time	1
Q1385610	P1191	time	1
Q1443637	P1191	time	1
Q170384	P1191	time	1
Q17489659	P1191	time	1
Q17537576	P1191	time	1
Q17538722	P1191	time	1
Q17851193	P1191	time	1
Q184485	P1191	time	1
Q20202269	P1191	time	1
Q209741	P1191	time	1
Q221290	P1191	time	1
Q2298624	P1191	time	1
Q2302678	P1191	time	1
Q2617970	P1191	time	1
Q2746731	P1191	time	1
Q47461344	P1191	time	1
Q541947	P1191	time	1
Q7148059	P1191	time	1
Q7777570	P1191	time	1
Q785522	P1191	time	1
Q856713	P1191	time	1
Q860861	P1191	time	1
Q105543609	P1207	external-id	1
Q58483083	P1218	external-id	2
Q7777570	P1218	external-id	1
Q58483083	P1219	external-id	376
Q59163902	P1219	external-id	6
Q7725634	P1219	external-id	4
Q15079786	P1219	external-id	3
Q105543609	P1219	external-id	2
Q43099500	P1219	external-id	2
Q58483088	P1219	external-id	2
Q170384	P1219	external-id	1
Q17538722	P1219	external-id	1
Q184485	P1219	external-id	1
Q253137	P1219	external-id	1
Q581714	P1219	external-id	1
Q785522	P1219	external-id	1
Q58483083	P1220	external-id	1
Q105543609	P1225	external-id	1
Q23691	P1225	external-id	1
Q105543609	P1236	external-id	52
Q134556	P1236	external-id	9
Q7366	P1236	external-id	9
Q856713	P1236	external-id	4
Q1123037	P1236	external-id	1
Q1147354	P1236	external-id	1
Q2115663	P1236	external-id	1
