property	count	property;label	percentage
P17	413	'country'@en	100.0%
P625	391	'coordinate location'@en	94.67%
P646	378	'Freebase ID'@en	91.53%
P571	377	'inception'@en	91.28%
P131	374	'located in the administrative territorial entity'@en	90.56%
P856	329	'official website'@en	79.66%
P18	306	'image'@en	74.09%
P214	303	'VIAF ID'@en	73.37%
P7859	296	'WorldCat Identities ID'@en	71.67%
P244	272	'Library of Congress authority ID'@en	65.86%
P373	230	'Commons category'@en	55.69%
P213	159	'ISNI'@en	38.5%
P276	111	'location'@en	26.88%
P1619	95	'date of official opening'@en	23.0%
P227	81	'GND ID'@en	19.61%
P4146	79	'Athenaeum museum ID'@en	19.13%
P6375	78	'street address'@en	18.89%
P2002	76	'Twitter username'@en	18.4%
P269	67	'IdRef ID'@en	16.22%
P281	66	'postal code'@en	15.98%
P1612	65	'Commons Institution page'@en	15.74%
P6155	61	'Sotheby\'s Museum Network ID'@en	14.77%
P1566	58	'GeoNames ID'@en	14.04%
P1435	55	'heritage designation'@en	13.32%
P8687	54	'social media followers'@en	13.08%
P84	54	'architect'@en	13.08%
P2013	54	'Facebook ID'@en	13.08%
P268	45	'Bibliothèque nationale de France ID'@en	10.9%
P691	42	'NKCR AUT ID'@en	10.17%
P5383	42	'archINFORM project ID'@en	10.17%
P159	42	'headquarters location'@en	10.17%
P2003	40	'Instagram username'@en	9.69%
P3500	38	'Ringgold ID'@en	9.2%
P1454	38	'legal form'@en	9.2%
P7959	37	'historic county'@en	8.96%
P361	34	'part of'@en	8.23%
P1329	34	'phone number'@en	8.23%
P3134	31	'TripAdvisor ID'@en	7.51%
P138	31	'named after'@en	7.51%
P271	30	'CiNii author ID (books)'@en	7.26%
P245	30	'Union List of Artist Names ID'@en	7.26%
P3417	29	'Quora topic ID'@en	7.02%
P8093	28	'donations'@en	6.78%
P6782	28	'ROR ID'@en	6.78%
P2427	28	'GRID ID'@en	6.78%
P2139	28	'total revenue'@en	6.78%
P8189	26	'National Library of Israel J9U ID'@en	6.3%
P968	25	'email address'@en	6.05%
P6698	24	'Japan Search name ID'@en	5.81%
P4861	24	'Charity Navigator ID'@en	5.81%
P1037	23	'director / manager'@en	5.57%
P349	22	'National Diet Library ID'@en	5.33%
P1705	22	'native label'@en	5.33%
P1297	22	'IRS Employer Identification Number'@en	5.33%
P4702	21	'Google Arts & Culture partner ID'@en	5.08%
P1174	21	'visitors per year'@en	5.08%
P112	21	'founded by'@en	5.08%
P2397	20	'YouTube channel ID'@en	4.84%
P166	19	'award received'@en	4.6%
P1015	19	'NORAF ID'@en	4.6%
P910	18	'topic\'s main category'@en	4.36%
P791	18	'ISIL'@en	4.36%
P409	18	'Libraries Australia ID'@en	4.36%
P3065	18	'RERO ID'@en	4.36%
P149	18	'architectural style'@en	4.36%
P1207	18	'NUKAT ID'@en	4.36%
P1602	17	'Art UK venue ID'@en	4.12%
P7772	15	'Atlas Obscura identifier'@en	3.63%
P2581	15	'BabelNet ID'@en	3.63%
P669	14	'located on street'@en	3.39%
P527	14	'has part or parts'@en	3.39%
P8179	13	'Canadiana Name Authority ID'@en	3.15%
P706	12	'located in/on physical feature'@en	2.91%
P1417	12	'Encyclopædia Britannica Online ID'@en	2.91%
P950	11	'Biblioteca Nacional de España ID'@en	2.66%
P9493	11	'artist files at'@en	2.66%
P6006	11	'Museum Universe Data File ID'@en	2.66%
P5775	11	'image of interior'@en	2.66%
P5050	11	'UMAC ID'@en	2.66%
P5008	11	'on focus list of Wikimedia project'@en	2.66%
P101	11	'field of work'@en	2.66%
P8034	10	'Vatican Library VcBA ID'@en	2.42%
P5909	10	'HKCAN ID'@en	2.42%
P1368	10	'LNB ID'@en	2.42%
P1315	10	'NLA Trove people ID'@en	2.42%
P9984	9	'CANTIC ID'@en	2.18%
P973	9	'described at URL'@en	2.18%
P576	9	'dissolved, abolished or demolished date'@en	2.18%
P402	9	'OpenStreetMap relation ID'@en	2.18%
P3987	9	'SHARE Catalogue author ID'@en	2.18%
P3225	9	'Corporate Number (Japan)'@en	2.18%
P2817	9	'appears in the heritage monument list'@en	2.18%
P2671	9	'Google Knowledge Graph ID'@en	2.18%
P154	9	'logo image'@en	2.18%
P1273	9	'CANTIC ID (old)'@en	2.18%
P949	8	'National Library of Israel ID (old)'@en	1.94%
P463	8	'member of'@en	1.94%
P3642	8	'ARCHON code'@en	1.94%
P2046	8	'area'@en	1.94%
P193	8	'main building contractor'@en	1.94%
P1448	8	'official name'@en	1.94%
P127	8	'owned by'@en	1.94%
P1004	8	'MusicBrainz place ID'@en	1.94%
P8831	7	'Museum Day ID'@en	1.69%
P8313	7	'Den Store Danske ID'@en	1.69%
P7699	7	'National Library of Lithuania ID'@en	1.69%
P6366	7	'Microsoft Academic ID'@en	1.69%
P5490	7	'artist-info location ID'@en	1.69%
P454	7	'Structurae structure ID'@en	1.69%
P3749	7	'Google Maps Customer ID'@en	1.69%
P2900	7	'fax number'@en	1.69%
P137	7	'operator'@en	1.69%
P1017	7	'Vatican Library ID (former scheme)'@en	1.69%
P935	6	'Commons gallery'@en	1.45%
P9154	6	'Heritage Information System ID in the database of cultural heritage in Austria'@en	1.45%
P7561	6	'category for the interior of the item'@en	1.45%
P749	6	'parent organization'@en	1.45%
P7293	6	'PLWABN ID'@en	1.45%
P649	6	'NRHP reference number'@en	1.45%
P6379	6	'has works in the collection'@en	1.45%
P613	6	'OS grid reference'@en	1.45%
P4839	6	'Wolfram Language entity code'@en	1.45%
P4173	6	'Instagram location ID'@en	1.45%
P3977	6	'Songkick venue ID'@en	1.45%
P2951	6	'Cultural heritage database in Austria ObjektID'@en	1.45%
P2851	6	'payment types accepted'@en	1.45%
P1216	6	'National Heritage List for England number'@en	1.45%
