property	count	property;label	percentage
P17	632	'country'@en	99.37%
P625	581	'coordinate location'@en	91.35%
P646	558	'Freebase ID'@en	87.74%
P131	554	'located in the administrative territorial entity'@en	87.11%
P18	482	'image'@en	75.79%
P856	424	'official website'@en	66.67%
P571	422	'inception'@en	66.35%
P373	342	'Commons category'@en	53.77%
P214	272	'VIAF ID'@en	42.77%
P7859	242	'WorldCat Identities ID'@en	38.05%
P276	217	'location'@en	34.12%
P244	186	'Library of Congress authority ID'@en	29.25%
P6375	116	'street address'@en	18.24%
P1435	105	'heritage designation'@en	16.51%
P1619	99	'date of official opening'@en	15.57%
P213	91	'ISNI'@en	14.31%
P1566	87	'GeoNames ID'@en	13.68%
P227	68	'GND ID'@en	10.69%
P281	63	'postal code'@en	9.91%
P1612	53	'Commons Institution page'@en	8.33%
P2002	51	'Twitter username'@en	8.02%
P159	50	'headquarters location'@en	7.86%
P1329	50	'phone number'@en	7.86%
P361	47	'part of'@en	7.39%
P7959	43	'historic county'@en	6.76%
P2013	41	'Facebook ID'@en	6.45%
P8687	36	'social media followers'@en	5.66%
P3500	33	'Ringgold ID'@en	5.19%
P968	32	'email address'@en	5.03%
P84	32	'architect'@en	5.03%
P4146	32	'Athenaeum museum ID'@en	5.03%
P1174	32	'visitors per year'@en	5.03%
P791	31	'ISIL'@en	4.87%
P669	31	'located on street'@en	4.87%
P2003	31	'Instagram username'@en	4.87%
P6782	29	'ROR ID'@en	4.56%
P269	29	'IdRef ID'@en	4.56%
P2427	29	'GRID ID'@en	4.56%
P149	28	'architectural style'@en	4.4%
P127	28	'owned by'@en	4.4%
P973	27	'described at URL'@en	4.25%
P6155	27	'Sotheby\'s Museum Network ID'@en	4.25%
P7772	26	'Atlas Obscura identifier'@en	4.09%
P910	25	'topic\'s main category'@en	3.93%
P5383	25	'archINFORM project ID'@en	3.93%
P268	25	'Bibliothèque nationale de France ID'@en	3.93%
P1705	25	'native label'@en	3.93%
P138	25	'named after'@en	3.93%
P2671	24	'Google Knowledge Graph ID'@en	3.77%
P691	22	'NKCR AUT ID'@en	3.46%
P166	20	'award received'@en	3.14%
P112	20	'founded by'@en	3.14%
P7561	19	'category for the interior of the item'@en	2.99%
P2817	19	'appears in the heritage monument list'@en	2.99%
P245	19	'Union List of Artist Names ID'@en	2.99%
P1602	19	'Art UK venue ID'@en	2.99%
P1454	19	'legal form'@en	2.99%
P2851	18	'payment types accepted'@en	2.83%
P1343	18	'described by source'@en	2.83%
P9154	16	'Heritage Information System ID in the database of cultural heritage in Austria'@en	2.52%
P649	16	'NRHP reference number'@en	2.52%
P4702	16	'Google Arts & Culture partner ID'@en	2.52%
P463	16	'member of'@en	2.52%
P3417	16	'Quora topic ID'@en	2.52%
P2951	16	'Cultural heritage database in Austria ObjektID'@en	2.52%
P8189	15	'National Library of Israel J9U ID'@en	2.36%
P576	14	'dissolved, abolished or demolished date'@en	2.2%
P3642	14	'ARCHON code'@en	2.2%
P1448	14	'official name'@en	2.2%
P1417	14	'Encyclopædia Britannica Online ID'@en	2.2%
P2900	13	'fax number'@en	2.04%
P2397	13	'YouTube channel ID'@en	2.04%
P1037	13	'director / manager'@en	2.04%
P8093	12	'donations'@en	1.89%
P527	12	'has part or parts'@en	1.89%
P4839	12	'Wolfram Language entity code'@en	1.89%
P3065	12	'RERO ID'@en	1.89%
P2139	12	'total revenue'@en	1.89%
P1207	12	'NUKAT ID'@en	1.89%
P1015	12	'NORAF ID'@en	1.89%
P101	12	'field of work'@en	1.89%
P950	11	'Biblioteca Nacional de España ID'@en	1.73%
P4861	11	'Charity Navigator ID'@en	1.73%
P749	10	'parent organization'@en	1.57%
P6698	10	'Japan Search name ID'@en	1.57%
P6366	10	'Microsoft Academic ID'@en	1.57%
P5008	10	'on focus list of Wikimedia project'@en	1.57%
P154	10	'logo image'@en	1.57%
P1297	10	'IRS Employer Identification Number'@en	1.57%
P88	9	'commissioned by'@en	1.42%
P5782	9	'DBUnico MIBACT ID'@en	1.42%
P271	9	'CiNii author ID (books)'@en	1.42%
P2581	9	'BabelNet ID'@en	1.42%
P137	9	'operator'@en	1.42%
P935	8	'Commons gallery'@en	1.26%
P7014	8	'terms of service URL'@en	1.26%
P5775	8	'image of interior'@en	1.26%
P3134	8	'TripAdvisor ID'@en	1.26%
P1004	8	'MusicBrainz place ID'@en	1.26%
P8227	7	'Lower Austrian Castle ID'@en	1.1%
P7296	7	'Lower Austrian Museum ID'@en	1.1%
P706	7	'located in/on physical feature'@en	1.1%
P5763	7	'Directorio de Museos y Colecciones de España ID'@en	1.1%
P454	7	'Structurae structure ID'@en	1.1%
P409	7	'Libraries Australia ID'@en	1.1%
P402	7	'OpenStreetMap relation ID'@en	1.1%
P3987	7	'SHARE Catalogue author ID'@en	1.1%
P359	7	'Rijksmonument ID'@en	1.1%
P2652	7	'partnership with'@en	1.1%
P2186	7	'Wiki Loves Monuments ID'@en	1.1%
P2046	7	'area'@en	1.1%
P1889	7	'different from'@en	1.1%
P921	6	'main subject'@en	0.94%
P8596	6	'category for the exterior of the item'@en	0.94%
P5909	6	'HKCAN ID'@en	0.94%
P466	6	'occupant'@en	0.94%
P3749	6	'Google Maps Customer ID'@en	0.94%
P366	6	'has use'@en	0.94%
P2001	6	'Revised Romanization'@en	0.94%
P9984	5	'CANTIC ID'@en	0.79%
P9936	5	'Indonesian Museum National Registration System ID'@en	0.79%
P9918	5	'Kallías ID'@en	0.79%
P8179	5	'Canadiana Name Authority ID'@en	0.79%
P7699	5	'National Library of Lithuania ID'@en	0.79%
P7293	5	'PLWABN ID'@en	0.79%
P613	5	'OS grid reference'@en	0.79%
P5764	5	'IMA museum ID'@en	0.79%
P5504	5	'RISM ID'@en	0.79%
P528	5	'catalog code'@en	0.79%
P2795	5	'directions'@en	0.79%
P2044	5	'elevation above sea level'@en	0.79%
P1942	5	'McCune-Reischauer romanization'@en	0.79%
P1476	5	'title'@en	0.79%
P1368	5	'LNB ID'@en	0.79%
P1273	5	'CANTIC ID (old)'@en	0.79%
P1216	5	'National Heritage List for England number'@en	0.79%
P1101	5	'floors above ground'@en	0.79%
P9434	4	'Proveana ID'@en	0.63%
P8313	4	'Den Store Danske ID'@en	0.63%
P825	4	'dedicated to'@en	0.63%
P8034	4	'Vatican Library VcBA ID'@en	0.63%
P7917	4	'Museums in Austria Code'@en	0.63%
P718	4	'Canmore ID'@en	0.63%
P709	4	'Historic Scotland ID'@en	0.63%
P6379	4	'has works in the collection'@en	0.63%
P6006	4	'Museum Universe Data File ID'@en	0.63%
P590	4	'GNIS ID'@en	0.63%
P443	4	'pronunciation audio'@en	0.63%
P4342	4	'Store norske leksikon ID'@en	0.63%
P3820	4	'Flanders Arts Institute venue ID'@en	0.63%
P381	4	'PCP reference number'@en	0.63%
P3025	4	'open days'@en	0.63%
P2924	4	'Great Russian Encyclopedia Online ID'@en	0.63%
P2283	4	'uses'@en	0.63%
P140	4	'religion or worldview'@en	0.63%
P1296	4	'Gran Enciclopèdia Catalana ID'@en	0.63%
P10283	4	'OpenAlex ID'@en	0.63%
P9477	3	'Trap Danmark ID'@en	0.47%
P8464	3	'content partnership category'@en	0.47%
P793	3	'significant event'@en	0.47%
P757	3	'World Heritage Site ID'@en	0.47%
P708	3	'diocese'@en	0.47%
P6228	3	'RegiowikiAT ID'@en	0.47%
P5652	3	'Carthalia ID'@en	0.47%
P5432	3	'setlist.fm venue ID'@en	0.47%
P539	3	'Museofile'@en	0.47%
P5266	3	'Finnish national bibliography corporate name ID'@en	0.47%
P5050	3	'UMAC ID'@en	0.47%
P488	3	'chairperson'@en	0.47%
P4401	3	'Museus Brazil ID'@en	0.47%
P4173	3	'Instagram location ID'@en	0.47%
P4088	3	'Irish National Inventory of Architectural Heritage ID'@en	0.47%
P3999	3	'date of official closure'@en	0.47%
P3977	3	'Songkick venue ID'@en	0.47%
P3018	3	'located in protected area'@en	0.47%
P2971	3	'GCatholic church ID'@en	0.47%
P2847	3	'Google+ ID'@en	0.47%
P2163	3	'FAST ID'@en	0.47%
P2048	3	'height'@en	0.47%
P1968	3	'Foursquare venue ID'@en	0.47%
P1700	3	'SIPA ID'@en	0.47%
P1483	3	'kulturnoe-nasledie.ru ID'@en	0.47%
P1320	3	'OpenCorporates ID'@en	0.47%
P1315	3	'NLA Trove people ID'@en	0.47%
P10217	3	'Oslo Byleksikon ID'@en	0.47%
P1005	3	'Portuguese National Library ID'@en	0.47%
P9725	2	'EBIDAT ID'@en	0.31%
P9637	2	'Erfgoedkaart ID'@en	0.31%
P9493	2	'artist files at'@en	0.31%
P949	2	'National Library of Israel ID (old)'@en	0.31%
P9321	2	'Inforegister ID'@en	0.31%
P9152	2	'CollectieGelderland creator ID'@en	0.31%
P8989	2	'category for the view of the item'@en	0.31%
P8980	2	'KANTO ID'@en	0.31%
P8897	2	'Reliwiki page ID'@en	0.31%
P8831	2	'Museum Day ID'@en	0.31%
P8723	2	'American Heritage place ID'@en	0.31%
P8655	2	'LoC HABS/HAER/HALS place ID'@en	0.31%
P8592	2	'aerial view'@en	0.31%
P8132	2	'Texas Historic Sites Atlas ID'@en	0.31%
P7858	2	'Upper Austria Museum ID'@en	0.31%
P7831	2	'NMVW ID'@en	0.31%
P7818	2	'French Vikidia ID'@en	0.31%
P7630	2	'Dictionary of Scottish Architects building ID'@en	0.31%
P758	2	'Kulturminne ID'@en	0.31%
P6766	2	'Who\'s on First ID'@en	0.31%
P6751	2	'Heritage Gazetteer of Libya ID'@en	0.31%
P6518	2	'Business Registry code (Estonia)'@en	0.31%
P6264	2	'Harvard Index of Botanists ID'@en	0.31%
P6015	2	'Handbook of Texas ID'@en	0.31%
P5827	2	'National Trust for Historic Preservation ID'@en	0.31%
P5818	2	'BGCI garden ID'@en	0.31%
P5587	2	'Libris-URI'@en	0.31%
P5508	2	'archINFORM person or group ID'@en	0.31%
P5381	2	'EGROKN ID'@en	0.31%
P5282	2	'ground level 360 degree view'@en	0.31%
P5208	2	'BAG building ID'@en	0.31%
P5021	2	'assessment'@en	0.31%
P4854	2	'Uppslagsverket Finland ID'@en	0.31%
P477	2	'Canadian Register of Historic Places ID'@en	0.31%
P4672	2	'EMLO location ID'@en	0.31%
P4399	2	'Itaú Cultural ID'@en	0.31%
P421	2	'located in time zone'@en	0.31%
P4120	2	'Ontario Heritage Act Register ID'@en	0.31%
P4081	2	'BHL creator ID'@en	0.31%
P3836	2	'Pinterest username'@en	0.31%
P380	2	'Mérimée ID'@en	0.31%
P3714	2	'Recreation.gov point of interest ID'@en	0.31%
P3608	2	'EU VAT number'@en	0.31%
P3544	2	'Te Papa agent ID'@en	0.31%
P3501	2	'Christian liturgical rite'@en	0.31%
